'bassin';'cycle';'produit';'daterempli';'datevide';'carpes';'datepsemis';'datedp�che';'nbremois';'poidssem�';'poidsp�ch�';'poidsrestant';'poidsp�ch�restant';'Tauxmortalit�';'poidsalimentth�o';'poidsalimentstat';'poidsalimentdonn�pgm';'poidsalimentdonn�';'poidsalimentdonn�tot';'quantsem�e';'quantmort';'quantp�ch�e';'quantrestante';'surface';'RendementHa';'poidsp�ch�mois';'tauxconversion';'quantit�m2';'grammesm2';'poidsalimentha';'recambiogallons';'llenadogallons';'quantsem�ecarpes';'quantp�ch�ecarpes';'tauxalerteO2';'niveaudalerteO2';'moyenneO2';'poidstotalimentselect';'typealimentselect'
'B01';50;'tilapia';18/3/2017;23/5/2017;0;20/3/2017;23/5/2017;2,09;43,99;1291,00;0,00;1291,00;0,26;0,00;0,00;0,00;0,00;1391,00;5853,00;1529,00;4324,00;0,00;1765,00;18343,45;615,24;1,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,26;0,00;
'B42';22;'crevette';15/3/2017;13/9/2017;0;24/3/2017;13/9/2017;5,67;419,00;1642,00;0,00;1642,00;0,17;0,00;0,00;0,00;0,00;2778,00;36473,00;6445,00;30028,00;0,00;5185,00;2265,52;289,48;2,27;0,00;0,00;0,00;0,00;0,00;115,00;131,00;0,00;1,00;2,66;0,00;
'B58';16;'crevette';20/3/2017;14/8/2017;0;28/3/2017;14/8/2017;4,55;427,00;1369,00;0,00;1369,00;0,42;0,00;0,00;0,00;0,00;2748,00;43977,00;18775,00;25202,00;0,00;6393,00;1761,44;300,39;2,91;0,00;0,00;0,00;0,00;0,00;50,00;63,00;9,43396226415094e-03;1,00;2,54;0,00;
'B51';27;'crevette';22/3/2017;22/8/2017;0;31/3/2017;22/8/2017;4,72;221,00;559,00;0,00;559,00;0,59;0,00;0,00;0,00;0,00;1744,00;27276,00;16336,00;10940,00;0,00;4681,00;833,20;118,39;5,15;0,00;0,00;0,00;0,00;0,00;60,00;1631,00;8,7719298245614e-03;1,00;2,23;0,00;
'NU';5;'tilapia';6/4/2017;21/4/2017;0;6/4/2017;21/4/2017;0,49;5,28;20,77;0,00;20,77;0,29;0,00;0,00;0,00;0,00;0,00;8000,00;2351,00;5649,00;0,00;18,00;95347,47;42,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;
'B04';33;'tilapia';10/4/2017;29/6/2017;0;13/4/2017;29/6/2017;2,52;2027,00;5082,00;0,00;5082,00;0,07;0,00;0,00;0,00;0,00;5152,00;5698,00;423,00;5275,00;0,00;3878,00;17000,02;2013,00;1,68;0,00;0,00;0,00;0,00;0,00;177,00;2133,00;0,11;1,00;2,06;0,00;
'LAG';7;'crevette';12/4/2017;11/12/2017;0;17/4/2017;11/12/2017;7,80;224,00;1511,00;0,00;1511,00;0,36;0,00;0,00;0,00;0,00;4557,00;41888,00;15197,00;26691,00;0,00;7000,00;1283,63;193,63;3,54;0,00;0,00;0,00;0,00;0,00;91,00;432,00;0,03;1,00;2,78;0,00;
'B21';24;'crevette';21/4/2017;4/12/2017;0;17/4/2017;4/12/2017;7,57;121,00;1207,00;0,00;1207,00;0,33;0,00;0,00;0,00;0,00;3128,00;32729,00;10947,00;21782,00;0,00;5984,00;1305,45;159,36;2,88;0,00;0,00;0,00;0,00;0,00;60,00;52,00;0,01;1,00;3,07;0,00;
'B09';6;'crevette';10/4/2017;21/11/2017;0;17/4/2017;21/11/2017;7,14;191,00;1385,00;0,00;1385,00;0,22;0,00;0,00;0,00;0,00;2813,00;35717,00;7905,00;27812,00;0,00;5955,00;1528,28;193,77;2,35;0,00;0,00;0,00;0,00;0,00;300,00;304,00;0,06;1,00;2,30;0,00;
'B03';59;'tilapia';19/4/2017;16/6/2017;0;21/4/2017;16/6/2017;1,83;20,79;686,23;0,00;686,23;0,56;0,00;0,00;0,00;0,00;683,00;5649,00;3166,00;2483,00;0,00;997,00;19804,48;373,75;1,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,93;0,00;
'B43';19;'crevette';21/4/2017;20/11/2017;0;28/4/2017;20/11/2017;6,75;467,00;1784,00;0,00;1784,00;0,28;0,00;0,00;0,00;0,00;3762,00;43389,00;12303,00;31086,00;0,00;5998,00;1771,12;264,13;2,85;0,00;0,00;0,00;0,00;0,00;145,00;118,00;0,03;1,00;3,10;0,00;
'B37';22;'crevette';24/4/2017;30/10/2017;0;28/4/2017;30/10/2017;6,06;257,00;1316,00;0,00;1316,00;0,33;0,00;0,00;0,00;0,00;2778,00;35499,00;11759,00;23740,00;0,00;5620,00;1692,48;216,96;2,62;0,00;0,00;0,00;0,00;0,00;80,00;103,00;0,03;1,00;2,51;0,00;
'B20';25;'crevette';20/4/2017;15/11/2017;0;28/4/2017;15/11/2017;6,59;201,00;1515,00;0,00;1515,00;0,25;0,00;0,00;0,00;0,00;3215,00;36180,00;9275,00;26905,00;0,00;6020,00;1804,42;229,88;2,44;0,00;0,00;0,00;0,00;0,00;50,00;52,00;0,01;1,00;3,15;0,00;
