'bassin';'cycle';'lot';'datesemis';'quantit�';'quantit�ml';'quantit�lb';'poids';'commentaire';'grpoisson';'esp�ce'
'B38';0;0;7/6/2018;572,00;0,00;11,00;52,00;'B36';41,27;'CAR'
'B38';25;2;7/6/2018;572,00;0,00;11,00;52,00;'B36';41,27;
'B40';22;1;8/6/2018;15008,00;0,00;112,00;134,00;'B26';0,00;
'B20';27;1;8/6/2018;16482,00;0,00;123,00;134,00;'B01';0,00;
'B20';27;1;8/6/2018;4720,00;0,00;118,00;40,00;'B03';0,00;
'B20';27;1;9/6/2018;1815,00;0,00;121,00;15,00;'B03';0,00;
'B20';27;1;9/6/2018;7995,00;0,00;123,00;65,00;'B01';0,00;
'B02';0;0;12/6/2018;390,00;0,00;1,65;235,00;'B21';273,56;'CAR'
'B20';0;0;12/6/2018;60,00;0,00;1,46;41,00;'B21 hbs';310,23;'CAR'
'B23';0;0;12/6/2018;50,00;0,00;1,31;38,00;'B21 hbrs';345,04;'CAR'
'B22';0;0;12/6/2018;55,00;0,00;1,37;40,00;'machos';330,18;'CAR'
'B02';58;1;12/6/2018;390,00;0,00;1,65;235,00;'B21';273,56;
'B20';27;1;13/6/2018;1386,00;0,00;22,00;63,00;'LAG';0,00;
'B57';17;1;12/6/2018;4000,00;0,00;45,40;88,10;;10,00;
'A03';26;1;14/6/2018;6678,00;0,00;126,00;53,00;'B01';0,00;
'A03';26;1;15/6/2018;2394,00;0,00;126,00;19,00;'B01';0,00;
'A03';26;1;16/6/2018;7442,00;0,00;122,00;61,00;'B01';0,00;
'B36';33;1;15/6/2018;33600,00;0,00;100,00;336,00;'B26';0,00;
'B20';27;1;18/6/2018;1276,00;0,00;22,00;58,00;'LAG';0,00;
'A03';0;0;;;0,00;;0,00;;0,00;'CAR'
'B25';0;0;;;0,00;;0,00;;0,00;'CAR'
'B58';0;0;;;0,00;;0,00;;0,00;'CAR'
'B41';23;1;19/6/2018;420,00;0,00;21,00;20,00;'B43';0,00;
'B40';22;1;19/6/2018;588,00;0,00;21,00;28,00;'B43';0,00;
'B07';0;0;20/6/2018;50,00;0,00;1,25;40,00;'B02 hembras';363,20;'CAR'
'B08';0;0;20/6/2018;50,00;0,00;1,19;42,00;'B02 hembras';381,36;'CAR'
'B10';0;0;20/6/2018;50,00;0,00;1,25;40,00;'B02 hembras';363,20;'CAR'
'B20';0;0;20/6/2018;50,00;0,00;1,25;40,00;'B02 hembras';363,20;'CAR'
'B36';0;0;20/6/2018;100,00;0,00;1,81;55,00;'B02 hembras';249,70;'CAR'
'B04';0;0;20/6/2018;50,00;0,00;1,00;50,00;'B02 machos';454,00;'CAR'
'B05';0;0;20/6/2018;50,00;0,00;1,16;43,00;'B02 machos';390,44;'CAR'
'B09';0;0;20/6/2018;50,00;0,00;1,06;47,00;'B02 machos';426,76;'CAR'
'B19';0;0;20/6/2018;50,00;0,00;1,21;41,00;'B02 machos';372,28;'CAR'
'MF';0;0;20/6/2018;60,00;0,00;1,93;31,00;'B02 machos';234,56;'CAR'
'B02';58;1;14/3/2018;3,00;0,00;0,37;8,00;'hbras';1210,66;
'B02';58;1;13/3/2018;2,00;0,00;0,40;5,00;'b04';1135,00;
'B02';58;1;13/3/2018;5,00;0,00;0,22;22,00;'machos';1997,60;
'B53';0;0;21/6/2018;70,00;0,00;1,06;66,00;'B59 machos';428,05;'CAR'
'B46';0;0;21/6/2018;50,00;0,00;1,00;50,00;'B59 hbras';454,00;'CAR'
'B54';0;0;21/6/2018;50,00;0,00;1,06;47,00;'B59 hbras';426,76;'CAR'
'B03';63;1;21/6/2018;83,00;0,00;2,67;31,00;'AD1';169,56;
'A03';0;0;21/6/2018;55,00;0,00;2,50;22,00;'AD1 hbs';181,60;'CAR'
'B03';0;0;21/6/2018;83,00;0,00;2,67;31,00;'AD1';169,56;'CAR'
'A03';26;1;22/6/2018;8730,00;0,00;97,00;90,00;'B26';0,00;
'B20';27;1;22/6/2018;3589,00;0,00;97,00;37,00;'B26';0,00;
'B36';33;1;22/6/2018;1261,00;0,00;97,00;13,00;'B26';0,00;
'B37';24;1;23/6/2018;12500,00;0,00;4540,00;2,75;'gdc';0,10;
'B37';24;1;21/6/2018;12000,00;0,00;9080,00;1,32;'gdc';0,05;
'B04';36;1;25/6/2018;2793,00;0,00;21,00;133,00;'B05';0,00;
'A03';26;1;25/6/2018;1100,00;0,00;22,00;50,00;'B07';0,00;
'B24';27;1;25/6/2018;990,00;0,00;22,00;45,00;'B07';0,00;
'MF';0;0;25/6/2018;32,00;0,00;1,23;26,00;'de B07   ?';368,87;'CAR'
'B03';0;0;25/6/2018;42,00;0,00;1,23;34,00;'B05';367,52;'CAR'
'B03';63;1;25/6/2018;42,00;0,00;1,23;34,00;'B05';367,52;
'B04';36;1;27/6/2018;858,00;0,00;22,00;39,00;'B07';0,00;
'B22';25;1;27/6/2018;1034,00;0,00;22,00;47,00;'B21';0,00;
'B23';24;1;27/6/2018;748,00;0,00;22,00;34,00;'B21';0,00;
'B08';0;0;27/6/2018;13,00;0,00;1,62;8,00;'B07';279,38;'CAR'
'B08';0;0;27/6/2018;52,00;0,00;1,62;32,00;'B21 machos';279,38;'CAR'
'B31';0;0;27/6/2018;110,00;0,00;1,32;83,00;'Hbrs B21';342,56;'CAR'
'B23';0;0;27/6/2018;50,00;0,00;1,92;26,00;'B21 hbrs';236,08;'CAR'
'B10';0;0;27/6/2018;23,00;0,00;1,64;14,00;'hbs B21';276,34;'CAR'
'B11';0;0;27/6/2018;50,00;0,00;1,47;34,00;'machos B21';308,72;'CAR'
'B03';63;1;28/6/2018;142,00;0,00;2,49;57,00;'B02';182,23;
'B03';63;1;28/6/2018;66,00;0,00;11,00;6,00;'B02';41,27;
'B03';63;1;28/6/2018;66,02;0,00;22,00;3,00;'alv B02';20,63;
'B03';0;0;28/6/2018;142,00;0,00;2,49;57,00;'B03';182,23;'CAR'
'B03';0;0;28/6/2018;66,00;0,00;11,00;6,00;'B03';41,27;'CAR'
'B03';0;0;28/6/2018;67,32;0,00;22,44;3,00;'B03';20,23;'CAR'
'LAG';9;1;29/6/2018;31458,00;0,00;98,00;321,00;'B26';0,00;
'LAG';9;1;30/6/2018;10682,00;0,00;98,00;109,00;'B26';0,00;
'B23';24;1;2/7/2018;1496,00;0,00;22,00;68,00;'B21';0,00;
'B03';0;0;2/7/2018;142,00;0,00;1,23;115,00;'B21';367,67;'CAR'
'B03';63;1;2/7/2018;142,00;0,00;1,23;115,00;'B21';367,67;
'B03';0;0;2/7/2018;130,00;0,00;1,06;122,00;'B04';426,06;'CAR'
'B03';63;1;2/7/2018;130,00;0,00;1,06;122,00;'B04';426,06;
'B24';27;1;3/7/2018;1218,00;0,00;21,00;58,00;'B21';0,00;
'B03';0;0;3/7/2018;98,00;0,00;1,58;62,00;'B21';287,22;'CAR'
'B03';63;1;3/7/2018;98,00;0,00;1,58;62,00;'B21';287,22;
'B43';21;1;5/7/2018;1322,00;0,00;6,48;204,00;'B38';70,05;
'B03';63;1;4/7/2018;755,00;0,00;2,87;263,00;'B30';158,14;
'B03';0;0;4/7/2018;755,00;0,00;2,87;263,00;'B30';158,14;'CAR'
'B43';0;0;4/7/2018;1013,00;0,00;2,15;470,00;'B27';210,64;'CAR'
'B04';0;0;29/6/2018;26,00;0,00;0,55;47,00;'B02';820,69;'CAR'
'LAG';0;0;29/6/2018;80,00;0,00;1,12;71,00;'B02';402,92;'CAR'
'B03';0;0;29/6/2018;301,00;0,00;2,04;147,00;'B02';221,72;'CAR'
'B03';0;0;29/6/2018;200,00;0,00;15,38;13,00;'B02';29,51;'CAR'
'B03';63;1;29/6/2018;301,00;0,00;2,04;147,00;'B02';221,72;
'B03';63;1;29/6/2018;200,00;0,00;15,38;13,00;'B02';29,51;
'B43';21;2;4/7/2018;1013,00;0,00;2,15;470,00;'B27';210,64;
'B43';21;1;6/7/2018;1410,00;0,00;6,49;217,00;'B38';69,87;
'B47';13;1;6/7/2018;3060,00;0,00;10,88;281,00;'B57';41,69;
'B03';0;0;11/7/2018;147,00;0,00;1,06;138,00;'B29';426,20;'CAR'
'B03';63;1;11/7/2018;147,00;0,00;1,06;138,00;'B29';426,20;
'B47';0;0;11/7/2018;67,00;0,00;1,19;56,00;'B32';379,46;'CAR'
'B47';13;1;12/7/2018;355,00;0,00;8,87;40,00;'B57';51,15;
'B21';26;1;12/7/2018;28600,00;0,00;88,00;325,00;'B26';0,00;
'B21';26;1;13/7/2018;2268,00;0,00;84,00;27,00;'B26';0,00;
'A02';0;0;13/7/2018;40,00;0,00;1,08;37,00;'B03 hembras';419,95;'CAR'
'B28';0;0;13/7/2018;30,00;0,00;1,00;30,00;'B03 hembras';454,00;'CAR'
'B39';0;0;13/7/2018;30,00;0,00;1,07;28,00;'B03 hbras';423,73;'CAR'
'B25';0;0;13/7/2018;100,00;0,00;1,16;86,00;'B03 hembras';390,44;'CAR'
'B11';0;0;13/7/2018;30,00;0,00;1,00;30,00;'B03 machos';454,00;'CAR'
'B21';0;0;13/7/2018;60,00;0,00;1,20;50,00;'B03 machos';378,33;'CAR'
'SA';0;0;13/7/2018;50,00;0,00;1,00;50,00;'B03 machos';454,00;'CAR'
'B01';54;1;16/7/2018;71978,00;124,10;56341,40;1,27;'P1';0,00;
'B01';54;1;17/7/2018;65175,00;118,50;53799,00;1,21;'P2';0,00;
'B48';8;1;16/7/2018;3520,00;0,00;22,00;160,00;'B45';0,00;
'B41';23;1;16/7/2018;882,00;0,00;21,00;42,00;'B44';0,00;
'B40';22;1;16/6/2018;924,00;0,00;21,00;44,00;'B44';0,00;
'B42';24;1;16/7/2018;1260,00;0,00;21,00;60,00;'B44';0,00;
'B43';0;0;16/7/2018;7,00;0,00;1,40;5,00;'B45';324,28;'CAR'
'B43';0;0;16/7/2018;21,00;0,00;1,23;17,00;'B44';367,52;'CAR'
'B46';0;0;17/7/2018;1,00;0,00;1,00;1,00;'B45';454,00;'CAR'
'B41';23;1;18/7/2018;924,00;0,00;22,00;42,00;'B44';0,00;
'B40';22;1;18/7/2018;308,00;0,00;22,00;14,00;'B44';0,00;
'B47';0;0;18/7/2018;53,00;0,00;1,12;47,00;'B32';402,60;'CAR'
'B47';13;1;14/7/2018;447,00;0,00;9,12;49,00;'B57';49,76;
'B47';0;0;19/7/2018;179,00;0,00;1,14;157,00;'B32';398,20;'CAR'
'B48';0;0;19/7/2018;60,00;0,00;1,87;32,00;'B59 hembras';242,13;'CAR'
'B49';0;0;19/7/2018;50,00;0,00;1,78;28,00;'B59 machos';254,24;'CAR'
'B47';0;0;19/7/2018;894,00;0,00;4,63;193,00;'B59';98,01;'CAR'
'B47';13;2;11/7/2018;67,00;0,00;1,19;56,00;'B32';379,46;
'B47';13;2;18/7/2018;53,00;0,00;1,12;47,00;'B32';402,60;
'B47';13;2;19/7/2018;179,00;0,00;1,14;157,00;'B32';398,20;
'B47';13;2;19/7/2018;894,00;0,00;4,63;193,00;'B59';98,01;
'B48';8;1;20/7/2018;28539,00;0,00;151,00;189,00;'B56';0,00;
'B49';9;1;20/7/2018;25368,00;0,00;151,00;168,00;'B56';0,00;
'B07';32;1;20/7/2018;36864,00;0,00;128,00;288,00;'B25';0,00;
'B21';26;1;20/7/2018;4992,00;0,00;128,00;39,00;'B25';0,00;
'B02';59;1;20/7/2018;17892,00;127,80;58021,20;0,30;'P4';0,00;
'B02';59;1;20/7/2018;40704,00;127,20;57748,80;0,70;'P6';0,00;
'B02';59;1;20/7/2018;52357,00;127,70;57975,80;0,90;'P';0,00;
'A03';26;1;23/7/2018;418,00;0,00;22,00;19,00;'A02';0,00;
'B21';26;1;23/7/2018;1804,00;0,00;22,00;82,00;'B23';0,00;
'B07';32;1;23/7/2018;588,00;0,00;21,00;28,00;'SA';0,00;
'LAG';9;1;23/7/2018;294,00;0,00;21,00;14,00;'SA';0,00;
'B03';0;0;23/7/2018;30,00;0,00;1,00;30,00;'A02';454,00;'CAR'
'B03';63;1;23/7/2018;30,00;0,00;1,00;30,00;'a02';454,00;
'AD1';0;0;23/7/2018;19,00;0,00;1,18;16,00;'sa';382,31;'CAR'
'AD1';27;2;23/7/2018;19,00;0,00;1,18;16,00;'sa';382,31;
'B57';18;1;23/7/2018;37872,00;105,20;47760,80;0,79;'P8';0,00;
'B57';18;1;23/7/2018;52164,00;113,40;51483,60;1,01;'P9';0,00;
'B57';18;1;23/7/2018;56205,00;124,90;56704,60;0,99;'P10';0,00;
'B21';26;1;24/7/2018;552,00;0,00;23,00;24,00;'B23';0,00;
'B05';34;1;24/7/2018;2662,00;0,00;22,00;121,00;'SA';0,00;
'B26';37;1;25/7/2018;252,00;0,00;21,00;12,00;'SA';0,00;
'AD1';0;0;24/7/2018;3,00;0,00;1,00;3,00;'sa';454,00;'CAR'
'B32';0;0;25/7/2018;370,00;0,00;1,72;214,00;'B27';262,58;'CAR'
'B32';26;1;25/7/2018;370,00;0,00;1,72;214,00;'B27';262,58;
'B32';26;1;26/7/2018;570,00;0,00;3,06;186,00;'B38';148,14;
'B32';26;2;26/7/2018;599,00;0,00;2,85;210,00;'B38';159,16;
'B32';0;0;26/7/2018;570,00;0,00;3,06;186,00;'B38';148,14;'CAR'
'B37';0;0;26/7/2018;440,00;0,00;4,48;98,00;'B38';101,11;'CAR'
'B57';0;0;;;0,00;;0,00;;0,00;'CAR'
'B57';18;1;26/7/2018;57040,00;124,00;56296,00;1,01;'P5';0,00;
'B57';18;1;24/7/2018;42987,00;119,40;54207,60;0,79;'P11';0,00;
'B57';18;1;24/7/2018;38843,00;125,30;56886,20;0,68;'P15';0,00;
'B05';34;1;27/7/2018;40826,00;0,00;149,00;274,00;'B25';0,00;
'B57';18;1;27/7/2018;50635,00;123,50;56069,00;0,90;'P12';0,00;
'B57';18;1;27/7/2018;15162,00;108,30;49168,20;0,30;'P13';0,00;
'B01';54;1;27/7/2018;40071,00;108,30;49168,20;0,81;'P13';0,00;
'B01';54;1;27/7/2018;4460,00;111,50;50621,00;0,08;'14';0,00;
'B02';59;1;27/7/2018;15610,00;111,50;50621,00;0,30;'P14';0,00;
'B45';21;1;27/7/2018;28860,00;0,00;148,00;195,00;'B56';0,00;
'B57';18;1;27/7/2018;22610,00;111,50;50621,00;0,44;'P14';0,00;
'B49';9;1;30/7/2018;819,00;0,00;21,00;39,00;'B54';0,00;
'B48';8;1;30/7/2018;798,00;0,00;21,00;38,00;'B54';0,00;
'B45';21;1;30/7/2018;882,00;0,00;21,00;42,00;'B54';0,00;
'SA';3;1;31/7/2018;2528,00;0,00;32,00;79,00;'LAGO';0,00;
'B45';21;1;31/7/2018;504,00;0,00;21,00;24,00;'B54';0,00;
'B52';19;1;31/7/2018;1260,00;0,00;21,00;60,00;'B54';0,00;
'B51';29;1;31/7/2018;1092,00;0,00;21,00;52,00;'B54';0,00;
'B48';8;1;31/7/2018;525,00;0,00;21,00;25,00;'B54';0,00;
'SA';3;1;2/8/2018;294,00;0,00;21,00;14,00;'MF';0,00;
'B32';26;2;2/8/2018;535,00;0,00;2,33;229,00;'B38';194,32;
'B32';26;1;2/8/2018;645,00;0,00;2,79;231,00;'B38';162,59;
'B03';63;1;2/8/2018;150,00;0,00;1,72;87,00;'ad1';263,32;
'B03';0;0;2/8/2018;150,00;0,00;1,68;89,00;'AD1';269,37;'CAR'
'B10';0;0;2/8/2018;80,00;0,00;1,21;66,00;'AD1';374,55;'CAR'
'B08';0;0;2/8/2018;120,00;0,00;1,42;84,00;'AD1';317,80;'CAR'
'B23';0;0;2/8/2018;50,00;0,00;1,21;41,00;'AD1 hbrs';372,28;'CAR'
'B32';0;0;2/8/2018;645,00;0,00;2,79;231,00;'B38';162,59;'CAR'
'B07';0;0;1/8/2018;50,00;0,00;1,16;43,00;'hbs del AD1';390,44;'CAR'
'B05';0;0;1/8/2018;70,00;0,00;1,16;60,00;'hbs del ad1';389,14;'CAR'
'SA';0;0;;;0,00;;0,00;;0,00;'CAR'
'SA';0;0;1/8/2018;80,00;0,00;1,15;69,00;'machos del ad1';391,57;'CAR'
'SA';3;1;1/8/2018;63,00;0,00;21,00;3,00;'MF';0,00;
'B46';21;1;1/8/2018;2814,00;0,00;21,00;134,00;'B56';0,00;
'B45';0;0;;;0,00;;0,00;;0,00;'CAR'
'SA';3;1;3/8/2018;30492,00;0,00;126,00;242,00;'B25';0,00;
'B23';25;1;3/8/2018;31605,00;0,00;147,00;215,00;'B31';0,00;
'SA';3;1;3/8/2018;1972,00;0,00;34,00;58,00;'lago';0,00;
'B32';26;2;3/8/2018;370,00;0,00;2,56;144,00;'B38';176,69;
'B32';26;1;3/8/2018;530,00;0,00;2,84;186,00;'B38';159,32;
'B32';0;0;3/8/2018;530,00;0,00;2,84;186,00;'B38';159,32;'CAR'
'B32';26;2;4/8/2018;381,00;0,00;2,57;148,00;'B38';176,35;
'B32';26;1;4/8/2018;492,00;0,00;2,84;173,00;'B38';159,63;
'A02';28;1;6/8/2018;1704,00;0,00;24,00;71,00;'B11';0,00;
'A02';28;1;6/8/2018;2325,00;0,00;25,00;93,00;'B08';0,00;
'B45';0;0;;;0,00;;0,00;;0,00;'CAR'
'B21';26;1;7/8/2018;924,00;0,00;21,00;44,00;'B11';0,00;
'B38';26;1;9/8/2018;4495,00;0,00;7,35;611,00;'B37';61,71;
'B38';0;0;9/8/2018;240,00;0,00;1,62;148,00;'ad1';279,96;'CAR'
'B38';26;2;9/8/2018;240,00;0,00;1,62;148,00;'ad1';279,96;
'B32';26;1;8/8/2018;167,00;0,00;1,47;113,00;'ad1';307,19;
'A02';0;0;8/8/2018;50,00;0,00;1,25;40,00;'ad1 hbs';363,20;'CAR'
'B32';0;0;8/8/2018;167,00;0,00;1,47;113,00;'ad1';307,19;'CAR'
'B44';24;1;10/8/2018;34727,00;0,00;121,00;287,00;'B56';0,00;
'SA';3;1;10/8/2018;11392,00;0,00;128,00;89,00;'SA';0,00;
'A02';28;1;10/8/2018;5632,00;0,00;128,00;44,00;'B25';0,00;
'A02';28;1;10/8/2018;16680,00;0,00;120,00;139,00;'B31';0,00;
'B32';0;0;8/8/2018;442,00;0,00;2,31;191,00;'b30';196,18;'CAR'
'B32';26;1;8/8/2018;442,00;0,00;2,31;191,00;'B30';196,18;
'B32';0;0;4/8/2018;492,00;0,00;2,84;173,00;;159,63;'CAR'
'B44';0;0;9/8/2018;55,00;0,00;1,37;40,00;'B59';330,18;'CAR'
'B47';0;0;9/8/2018;101,00;0,00;5,31;19,00;'B59';85,40;'CAR'
'B47';13;2;9/8/2018;101,00;0,00;2,06;49,00;'B59';220,25;
'MF';8;1;13/8/2018;1974,00;0,00;21,00;94,00;'B08';0,00;
'MF';0;0;13/8/2018;59,00;0,00;1,13;52,00;'B08';400,13;'CAR'
'MF';8;1;14/8/2018;2200,00;0,00;22,00;100,00;'B08';0,00;
'MF';0;0;14/8/2018;44,00;0,00;1,18;37,00;'B08';381,77;'CAR'
'B54';22;1;14/8/2018;1470,00;0,00;21,00;70,00;'B46';0,00;
'B38';0;0;15/8/2018;77,00;0,00;1,35;57,00;'B27';336,07;'CAR'
'B38';26;2;15/8/2018;77,00;0,00;1,35;57,00;'B27';336,07;
'B54';22;1;17/8/2018;16263,00;0,00;117,00;139,00;'B56';0,00;
'MF';8;1;17/8/2018;8772,00;0,00;102,00;86,00;'B25';0,00;
'MF';8;1;17/8/2018;9401,00;0,00;119,00;79,00;'B31';0,00;
'B26';38;1;17/8/2018;20468,00;0,00;119,00;172,00;'B31';0,00;
'B04';0;0;3/8/2018;21,00;0,00;0,75;28,00;'lago';605,33;'CAR'
'B54';22;1;18/8/2018;3393,00;0,00;117,00;29,00;'B56';0,00;
'B41';23;2;20/8/2018;1176,00;0,00;21,00;56,00;'B39';0,00;
'B38';0;0;20/8/2018;141,00;0,00;2,31;61,00;'B30';196,41;'CAR'
'AD1';0;0;20/8/2018;50,00;0,00;1,85;27,00;'B30';245,16;'CAR'
'B54';22;1;21/8/2018;418,00;0,00;22,00;19,00;'B46';0,00;
'B41';23;2;21/8/2018;1100,00;0,00;22,00;50,00;'B39';0,00;
'B41';23;2;22/8/2018;704,00;0,00;22,00;32,00;'B39';0,00;
'B41';23;2;22/8/2018;5083,00;0,00;23,00;221,00;'B58';0,00;
'AD1';28;1;23/8/2018;1836,00;0,00;102,00;18,00;'B31';0,00;
'AD1';28;1;23/8/2018;4704,00;0,00;98,00;48,00;'B25';0,00;
'MF';8;1;23/8/2018;33456,00;0,00;102,00;328,00;'B31';0,00;
'B22';0;0;23/8/2018;58,00;0,00;1,00;58,00;'B25';454,00;'CAR'
'B30';0;0;23/8/2018;33,00;0,00;1,00;33,00;'B31';454,00;'CAR'
'AD1';28;1;24/8/2018;6860,00;0,00;98,00;70,00;'B25';0,00;
'AD1';28;1;24/8/2018;10098,00;0,00;102,00;99,00;'B31';0,00;
'B36';33;1;27/8/2018;154,00;0,00;22,00;7,00;'B28';0,00;
'B23';25;1;29/8/2018;198,00;0,00;22,00;9,00;'B28';0,00;
'B39';24;2;29/8/2018;171,00;0,00;1,06;161,00;'B27';427,45;
'B39';0;0;29/8/2018;171,00;0,00;1,06;161,00;'B27';427,45;'CAR'
'AD1';28;1;31/8/2018;9486,00;0,00;102,00;93,00;'B31';0,00;
'B39';24;1;31/8/2018;1524,00;0,00;2,68;568,00;'B37';169,20;
'B21';26;1;3/9/2018;483,00;0,00;23,00;21,00;'B22';0,00;
'B36';33;1;3/9/2018;924,00;0,00;21,00;44,00;'B30';0,00;
'B39';0;0;3/9/2018;78,00;0,00;1,30;60,00;'B30';349,23;'CAR'
'334';3;1;4/9/2018;756,00;0,00;21,00;36,00;'B29';0,00;
'B58';0;0;;;0,00;;0,00;;0,00;'CAR'
'B22';0;0;24/8/2018;23,00;0,00;1,00;23,00;'B25';454,00;'CAR'
'B30';0;0;24/8/2018;38,00;0,00;1,00;38,00;'B31';454,00;'CAR'
'334';3;1;5/9/2018;506,00;0,00;23,00;22,00;'B29';0,00;
'B39';0;0;5/9/2018;197,00;0,00;1,00;197,00;'B30';454,00;'CAR'
'B39';24;2;5/9/2018;197,00;0,00;1,00;197,00;'B30';454,00;
'B39';24;2;3/9/2018;78,00;0,00;1,30;60,00;'B30';349,23;
'B41';23;2;5/9/2018;1302,00;0,00;21,00;62,00;'B58';0,00;
'B58';0;0;;;0,00;;0,00;;0,00;'CAR'
'B53';0;0;5/9/2018;2,00;0,00;0,22;9,00;'B58';2043,00;'CAR'
'B30';0;0;31/8/2018;28,00;0,00;1,00;28,00;'B31';454,00;'CAR'
'AD1';28;1;1/9/2018;1470,00;0,00;105,00;14,00;'B31';0,00;
'B30';0;0;1/9/2018;19,00;0,00;1,00;19,00;'B31';454,00;'CAR'
'B50';1;1;7/9/2018;13528,00;0,00;356,00;38,00;'B57';0,00;
'B41';23;2;7/9/2018;741,00;0,00;19,00;39,00;'B58';0,00;
'B58';0;0;;;0,00;;0,00;;0,00;'CAR'
'B53';0;0;7/9/2018;2,00;0,00;0,25;8,00;'B58';1816,00;'CAR'
'B39';24;1;7/9/2018;540,00;0,00;2,66;203,00;'B37';170,67;
'B39';24;2;7/9/2018;290,00;0,00;1,18;245,00;'B37';383,55;
'B39';0;0;7/9/2018;290,00;0,00;1,18;245,00;'B37';383,55;'CAR'
'B39';24;1;8/9/2018;615,00;0,00;2,67;230,00;'B37';169,78;
'B39';24;2;8/9/2018;211,00;0,00;1,16;181,00;'B37';389,45;
'B39';0;0;8/9/2018;211,00;0,00;1,16;181,00;'B37';389,45;'CAR'
'B28';25;1;10/9/2018;924,00;0,00;22,00;42,00;'B27';0,00;
'B28';25;1;10/9/2018;1122,00;0,00;22,00;51,00;'B30';0,00;
'B39';0;0;10/9/2018;444,00;0,00;1,03;428,00;'B30';437,63;'CAR'
'B39';24;2;10/9/2018;444,00;0,00;1,03;428,00;'B30';437,63;
'B28';0;0;10/9/2018;32,00;0,00;1,06;30,00;'macho B27';425,62;'CAR'
'B32';0;0;10/9/2018;32,00;0,00;1,10;29,00;'B27';411,43;'CAR'
'B32';26;1;10/9/2018;32,00;0,00;1,10;29,00;'B27';411,43;
'B08';39;1;14/9/2018;7000,00;0,00;59,73;117,18;'gdc tilapia roja';7,60;
'B54';22;2;14/9/2018;15226,00;0,00;331,00;46,00;'B57';0,00;
'B50';1;1;14/9/2018;1324,00;0,00;331,00;4,00;'B57';0,00;
'B28';25;1;14/9/2018;26334,00;0,00;231,00;114,00;'B01';0,00;
'B28';25;1;12/9/2018;322,00;0,00;23,00;14,00;'B27';0,00;
'B32';0;0;12/9/2018;164,00;0,00;1,00;164,00;'B27';454,00;'CAR'
'B32';26;1;12/9/2018;164,00;0,00;1,00;164,00;'B27';454,00;
'LAG';10;1;17/9/2018;418,00;0,00;22,00;19,00;'B04';0,00;
'LAG';10;1;18/9/2018;644,00;0,00;23,00;28,00;'B04';0,00;
'LAG';10;1;18/9/2018;582,00;0,00;291,00;2,00;'B02';0,00;
'LAG';10;1;19/9/2018;21736,00;0,00;209,00;104,00;'B01';0,00;
'LAG';0;0;19/9/2018;70,00;0,00;1,06;66,00;'B03 hembr';428,05;'CAR'
'B08';0;0;;;0,00;;0,00;;0,00;'CAR'
'B01';0;0;22/9/2018;58,00;0,00;1,07;54,00;'machos';422,68;'CAR'
'B09';0;0;22/9/2018;50,00;0,00;1,35;37,00;'machos';335,96;'CAR'
'B19';0;0;22/9/2018;50,00;0,00;1,00;50,00;'machos';454,00;'CAR'
'B24';0;0;22/9/2018;50,00;0,00;0,96;52,00;'machos';472,16;'CAR'
'SA';0;0;22/9/2018;42,00;0,00;1,16;36,00;'machos';389,14;'CAR'
'B07';0;0;22/9/2018;120,00;0,00;1,03;116,00;'hembras';438,86;'CAR'
'B20';0;0;22/9/2018;50,00;0,00;1,00;50,00;'hembras';454,00;'CAR'
'B23';0;0;22/9/2018;53,00;0,00;1,06;50,00;'hbras';428,30;'CAR'
'B57';0;0;22/9/2018;100,00;0,00;1,38;72,00;'hembras';326,88;'CAR'
'B50';0;0;22/9/2018;42,00;0,00;1,27;33,00;'hembras';356,71;'CAR'
'B54';0;0;22/9/2018;60,00;0,00;1,30;46,00;'hembras';348,06;'CAR'
'B08';0;0;22/9/2018;125,00;0,00;1,10;113,00;'hbras';410,41;'CAR'
'B58';0;0;;;0,00;;0,00;;0,00;'CAR'
'B26';0;0;;;0,00;;0,00;;0,00;'CAR'
'B26';0;0;;;0,00;;0,00;;0,00;'CAR'
'B54';22;2;25/9/2018;3564,00;0,00;396,00;9,00;'B57';0,00;
'B08';0;0;25/9/2018;367,00;0,00;9,17;40,00;'B03';49,48;'CAR'
'B20';0;0;25/9/2018;77,00;0,00;1,48;52,00;'hembras';306,59;'CAR'
'B19';0;0;25/9/2018;68,00;0,00;2,34;29,00;'machos';193,61;'CAR'
'LAG';10;1;27/9/2018;300,00;0,00;25,00;12,00;'B09';0,00;
'B20';0;0;27/9/2018;50,00;0,00;1,08;46,00;'hbrs';417,68;'CAR'
'B19';0;0;27/9/2018;54,00;0,00;1,20;45,00;'machos';378,33;'CAR'
'B07';0;0;27/9/2018;27,00;0,00;1,12;24,00;'hbs';403,55;'CAR'
'B08';0;0;27/9/2018;288,00;0,00;9,00;32,00;'B03';50,44;'CAR'
'AD1';0;0;28/9/2018;108,00;0,00;1,24;87,00;'B03 machos';365,72;'CAR'
'SA';0;0;28/9/2018;52,00;0,00;1,30;40,00;'machos';349,23;'CAR'
'B07';0;0;28/9/2018;65,00;0,00;1,12;58,00;'hbs';405,10;'CAR'
'B23';0;0;28/9/2018;100,00;0,00;1,13;88,00;'hbs';399,52;'CAR'
'B20';0;0;28/9/2018;90,00;0,00;1,34;67,00;'hbs';337,97;'CAR'
