'date';'produit';'�visc�r�';'filet';'entier'
24/10/2011;'carpe';133,00;0,00;0,00
31/10/2011;'carpe';158,00;0,00;0,00
31/10/2011;'tilapia';13,00;0,00;0,00
1/11/2011;'carpe';102,00;0,00;0,00
2/11/2011;'tilapia';452,00;0,00;0,00
2/11/2011;;277,00;0,00;0,00
2/11/2011;'carpe';277,00;0,00;0,00
8/11/2011;'carpe';169,00;0,00;0,00
9/11/2011;'tilapia';416,00;0,00;0,00
9/11/2011;'carpe';312,00;0,00;0,00
10/11/2011;'tilapia';323,00;0,00;0,00
10/11/2011;'carpe';365,00;0,00;0,00
15/11/2011;'carpe';256,00;0,00;0,00
16/11/2011;;68,00;0,00;0,00
16/11/2011;'carpe';410,00;0,00;0,00
16/11/2011;'tilapia';68,00;0,00;0,00
21/11/2011;'carpe';52,00;0,00;0,00
22/11/2011;'tilapia';80,00;0,00;0,00
22/11/2011;'carpe';373,00;0,00;0,00
23/11/2011;'tilapia';226,00;0,00;0,00
23/11/2011;'carpe';44,00;0,00;0,00
28/11/2011;'carpe';158,00;0,00;0,00
29/11/2011;;81,00;0,00;0,00
29/11/2011;'carpe';501,00;0,00;0,00
5/12/2011;'carpe';10,00;0,00;0,00
29/11/2011;'tilapia';81,00;0,00;0,00
6/12/2011;'carpe';314,00;0,00;0,00
7/12/2011;'tilapia';190,00;0,00;0,00
7/12/2011;'carpe';234,00;0,00;0,00
12/12/2011;'carpe';5,00;0,00;0,00
13/12/2011;'carpe';83,00;0,00;0,00
14/12/2011;'tilapia';377,00;0,00;0,00
14/12/2011;'carpe';610,00;0,00;0,00
19/12/2011;'tilapia';168,00;0,00;0,00
19/12/2011;'carpe';509,00;0,00;0,00
20/12/2011;'carpe';0,00;0,00;5,00
21/12/2011;'carpe';175,00;0,00;0,00
22/12/2011;'tilapia';262,00;0,00;0,00
22/12/2011;'carpe';378,00;0,00;0,00
26/12/2011;'carpe';9,00;0,00;0,00
27/12/2011;'tilapia';408,00;0,00;0,00
27/12/2011;'carpe';415,00;0,00;0,00
2/1/2012;'carpe';9,00;0,00;0,00
3/1/2012;'carpe';23,00;0,00;0,00
4/1/2012;'tilapia';329,00;0,00;0,00
4/1/2012;'carpe';454,00;0,00;0,00
10/1/2012;'carpe';217,00;0,00;0,00
11/1/2012;'tilapia';444,00;0,00;0,00
11/1/2012;'carpe';271,00;0,00;0,00
12/1/2012;'tilapia';285,00;0,00;0,00
12/1/2012;'carpe';325,00;0,00;0,00
16/1/2012;'carpe';170,00;0,00;0,00
17/1/2012;'tilapia';154,00;0,00;0,00
17/1/2012;;0,00;0,00;0,00
17/1/2012;'carpe';221,00;0,00;0,00
18/1/2012;'tilapia';384,00;0,00;0,00
18/1/2012;;0,00;0,00;0,00
18/1/2012;'carpe';263,00;0,00;0,00
16/1/2012;'carpe';170,00;0,00;0,00
23/1/2012;'tilapia';477,00;0,00;0,00
23/1/2012;'carpe';237,00;0,00;0,00
24/1/2012;'tilapia';118,00;0,00;0,00
24/1/2012;'carpe';396,00;0,00;0,00
25/1/2012;'carpe';251,00;0,00;0,00
31/1/2012;'carpe';220,00;0,00;0,00
1/2/2012;'tilapia';310,00;0,00;0,00
1/2/2012;'carpe';177,00;0,00;0,00
6/2/2012;'carpe';0,00;0,00;32,00
7/2/2012;'tilapia';270,00;0,00;0,00
7/2/2012;'carpe';251,00;0,00;0,00
8/2/2012;'tilapia';269,00;0,00;0,00
8/2/2012;'carpe';138,00;0,00;0,00
14/2/2012;'tilapia';494,00;0,00;0,00
14/2/2012;'carpe';271,00;0,00;0,00
15/2/2012;'tilapia';81,00;0,00;0,00
15/2/2012;'carpe';143,00;0,00;0,00
21/2/2012;'tilapia';362,00;0,00;0,00
21/2/2012;'carpe';202,00;0,00;0,00
22/2/2012;'tilapia';111,00;0,00;0,00
22/2/2012;'carpe';188,00;0,00;0,00
28/2/2012;'tilapia';640,00;0,00;0,00
28/2/2012;'carpe';252,00;0,00;0,00
29/2/2012;'tilapia';192,00;0,00;0,00
29/2/2012;'carpe';120,00;0,00;0,00
6/3/2012;'tilapia';281,00;0,00;0,00
6/3/2012;'carpe';248,00;0,00;0,00
7/3/2012;'tilapia';140,00;0,00;0,00
7/3/2012;'carpe';94,00;0,00;0,00
12/3/2012;'carpe';121,00;0,00;0,00
13/3/2012;'tilapia';415,00;0,00;0,00
13/3/2012;'carpe';176,00;0,00;0,00
14/3/2012;'tilapia';8,00;0,00;0,00
14/3/2012;'carpe';76,00;0,00;0,00
20/3/2012;;0,00;0,00;0,00
20/3/2012;'tilapia';361,00;0,00;0,00
20/3/2012;'carpe';377,00;0,00;0,00
21/3/2012;'carpe';263,00;0,00;0,00
21/3/2012;'tilapia';215,00;0,00;0,00
27/3/2012;'tilapia';119,00;0,00;0,00
27/3/2012;'carpe';226,00;0,00;0,00
28/3/2012;'carpe';126,00;0,00;0,00
28/3/2012;'tilapia';392,00;0,00;0,00
2/4/2012;'tilapia';378,00;0,00;0,00
2/4/2012;'carpe';191,00;0,00;0,00
3/4/2012;'carpe';197,50;0,00;0,00
4/4/2012;;87,00;0,00;0,00
4/4/2012;'carpe';119,00;0,00;0,00
5/4/2012;'carpe';85,00;0,00;0,00
9/4/2012;'tilapia';317,00;0,00;0,00
9/4/2012;'carpe';319,00;0,00;0,00
16/4/2012;'tilapia';521,00;0,00;0,00
16/4/2012;'carpe';234,00;0,00;0,00
21/4/2012;'carpe';5,00;0,00;0,00
23/4/2012;'carpe';390,00;0,00;0,00
24/4/2012;'tilapia';338,00;0,00;0,00
24/4/2012;'carpe';336,00;0,00;0,00
25/4/2012;'tilapia';137,00;0,00;0,00
25/4/2012;'carpe';74,00;0,00;0,00
1/5/2012;'tilapia';85,00;0,00;0,00
1/5/2012;'carpe';146,00;0,00;0,00
22/5/2012;'tilapia';250,00;0,00;0,00
22/5/2012;'carpe';233,00;0,00;0,00
21/5/2012;'carpe';83,00;0,00;0,00
23/5/2012;'tilapia';728,00;0,00;0,00
23/5/2012;'carpe';237,00;0,00;0,00
28/5/2012;'carpe';289,00;0,00;0,00
29/5/2012;'carpe';96,00;0,00;0,00
29/5/2012;'tilapia';358,00;0,00;0,00
4/6/2012;'carpe';151,00;0,00;0,00
5/6/2012;'carpe';10,00;0,00;0,00
6/6/2012;'carpe';473,00;0,00;0,00
6/6/2012;'tilapia';192,00;0,00;0,00
12/6/2012;'carpe';193,00;0,00;0,00
13/6/2012;'tilapia';648,00;0,00;0,00
13/6/2012;'carpe';148,00;0,00;0,00
18/6/2012;'carpe';70,00;0,00;0,00
19/6/2012;'tilapia';357,00;0,00;0,00
19/6/2012;'carpe';296,00;0,00;0,00
20/6/2012;'tilapia';124,00;0,00;0,00
20/6/2012;'carpe';189,00;0,00;0,00
25/6/2012;'carpe';108,00;0,00;0,00
2/7/2012;'carpe';167,00;0,00;0,00
26/6/2012;'tilapia';678,00;0,00;0,00
26/6/2012;'carpe';131,00;0,00;0,00
27/6/2012;'carpe';199,00;0,00;0,00
4/7/2012;'carpe';173,00;0,00;0,00
4/7/2012;'tilapia';336,00;0,00;0,00
9/7/2012;'carpe';142,00;0,00;0,00
10/7/2012;'carpe';169,00;0,00;0,00
11/7/2012;'tilapia';785,00;0,00;0,00
11/7/2012;'carpe';40,00;0,00;0,00
16/7/2012;'carpe';104,00;0,00;0,00
17/7/2012;'tilapia';165,00;0,00;0,00
17/7/2012;'carpe';250,00;0,00;0,00
18/7/2012;'tilapia';409,00;0,00;0,00
18/7/2012;'carpe';102,00;0,00;0,00
23/7/2012;'carpe';179,00;0,00;0,00
24/7/2012;'carpe';145,00;0,00;0,00
24/7/2012;'tilapia';729,00;0,00;0,00
25/7/2012;'carpe';14,00;0,00;0,00
30/7/2012;'carpe';100,00;0,00;0,00
31/7/2012;'carpe';220,00;0,00;0,00
31/7/2012;'tilapia';604,00;0,00;0,00
1/8/2012;'carpe';121,00;0,00;0,00
2/8/2012;'carpe';32,00;0,00;0,00
6/8/2012;'carpe';96,00;0,00;0,00
7/8/2012;'carpe';212,00;0,00;0,00
7/8/2012;'tilapia';955,00;0,00;0,00
13/8/2012;'carpe';200,00;0,00;0,00
14/8/2012;'tilapia';120,00;0,00;0,00
14/8/2012;'carpe';72,00;0,00;0,00
15/8/2012;'tilapia';526,00;0,00;0,00
15/8/2012;'carpe';286,00;0,00;0,00
20/8/2012;'carpe';193,00;0,00;0,00
21/8/2012;'carpe';410,00;0,00;0,00
21/8/2012;'tilapia';543,00;0,00;0,00
22/8/2012;'tilapia';107,00;0,00;0,00
27/8/2012;'carpe';188,00;0,00;0,00
28/8/2012;'carpe';329,00;0,00;0,00
28/8/2012;'tilapia';710,00;0,00;0,00
3/9/2012;'tilapia';208,00;0,00;0,00
3/9/2012;'carpe';44,00;0,00;0,00
4/9/2012;'tilapia';559,00;0,00;0,00
4/9/2012;'carpe';345,00;0,00;0,00
10/9/2012;'carpe';30,00;0,00;0,00
11/9/2012;'carpe';474,00;0,00;0,00
11/9/2012;'tilapia';611,00;0,00;0,00
17/9/2012;'carpe';410,00;0,00;0,00
18/9/2012;'tilapia';744,00;0,00;0,00
18/9/2012;'carpe';206,00;0,00;0,00
25/9/2012;'carpe';57,00;0,00;0,00
25/9/2012;'tilapia';96,00;0,00;0,00
26/9/2012;'tilapia';487,00;0,00;0,00
26/9/2012;'carpe';381,00;0,00;0,00
1/10/2012;'carpe';70,00;0,00;0,00
2/10/2012;'tilapia';175,00;0,00;0,00
2/10/2012;'carpe';334,00;0,00;0,00
3/10/2012;'tilapia';644,00;0,00;0,00
3/10/2012;'carpe';271,00;0,00;0,00
8/10/2012;'tilapia';47,00;0,00;0,00
8/10/2012;'carpe';273,00;0,00;0,00
9/10/2012;'tilapia';938,00;0,00;0,00
9/10/2012;'carpe';275,00;0,00;0,00
10/10/2012;'tilapia';451,00;0,00;0,00
10/10/2012;'carpe';237,00;0,00;0,00
15/10/2012;'carpe';241,00;0,00;0,00
17/10/2012;'tilapia';349,00;0,00;0,00
17/10/2012;'carpe';206,00;0,00;0,00
22/10/2012;'carpe';189,00;0,00;0,00
23/10/2012;'tilapia';1375,00;0,00;0,00
23/10/2012;'carpe';400,00;0,00;0,00
24/10/2012;'tilapia';325,00;0,00;0,00
30/10/2012;'tilapia';1005,00;0,00;0,00
29/10/2012;'carpe';234,00;0,00;0,00
30/10/2012;'carpe';445,00;0,00;0,00
5/11/2012;'tilapia';300,00;0,00;0,00
5/11/2012;'carpe';158,00;0,00;0,00
6/11/2012;'tilapia';750,00;0,00;0,00
6/11/2012;'carpe';600,00;0,00;0,00
8/11/2012;'tilapia';0,00;0,00;275,00
25/10/2012;'tilapia';0,00;0,00;200,00
12/11/2012;'carpe';278,00;0,00;0,00
13/11/2012;'carpe';511,00;0,00;0,00
13/11/2012;'tilapia';636,00;0,00;0,00
14/11/2012;'tilapia';353,00;0,00;0,00
14/11/2012;'carpe';148,00;0,00;0,00
19/11/2012;'carpe';33,00;0,00;0,00
20/11/2012;'tilapia';510,00;0,00;0,00
20/11/2012;'carpe';559,00;0,00;0,00
21/11/2012;'tilapia';357,00;0,00;0,00
21/11/2012;'carpe';91,00;0,00;0,00
26/11/2012;'carpe';150,00;0,00;0,00
27/11/2012;'tilapia';287,00;0,00;0,00
27/11/2012;'carpe';135,00;0,00;0,00
28/11/2012;'tilapia';300,00;0,00;250,00
3/12/2012;'tilapia';580,00;0,00;0,00
3/12/2012;'carpe';438,00;0,00;0,00
4/12/2012;'carpe';16,00;0,00;0,00
6/12/2012;'tilapia';337,00;0,00;0,00
6/12/2012;'carpe';356,00;0,00;0,00
10/12/2012;'carpe';169,00;0,00;0,00
12/12/2012;'tilapia';797,00;0,00;0,00
12/12/2012;'carpe';207,00;0,00;0,00
13/12/2012;'tilapia';247,00;0,00;0,00
13/12/2012;'carpe';231,00;0,00;0,00
17/12/2012;'tilapia';368,00;0,00;0,00
17/12/2012;'carpe';531,00;0,00;0,00
18/12/2012;'tilapia';318,00;0,00;0,00
18/12/2012;'carpe';493,00;0,00;0,00
26/12/2012;'tilapia';372,00;0,00;0,00
26/12/2012;'carpe';500,00;0,00;0,00
27/12/2012;'tilapia';578,00;0,00;291,00
27/12/2012;'carpe';34,00;0,00;0,00
2/1/2013;'tilapia';460,00;0,00;0,00
2/1/2013;'carpe';640,00;0,00;0,00
3/1/2013;'tilapia';950,00;0,00;0,00
3/1/2013;'carpe';335,00;0,00;0,00
7/1/2013;'carpe';150,00;0,00;0,00
8/1/2013;'tilapia';213,00;0,00;0,00
8/1/2013;'carpe';139,00;0,00;0,00
9/1/2013;'carpe';163,00;0,00;0,00
9/1/2013;'tilapia';288,00;0,00;378,00
14/1/2013;'tilapia';155,00;0,00;0,00
14/1/2013;'carpe';158,00;0,00;0,00
15/1/2013;'tilapia';629,00;0,00;0,00
15/1/2013;'carpe';795,00;0,00;0,00
16/1/2013;'tilapia';475,00;0,00;0,00
16/1/2013;'carpe';420,00;0,00;0,00
22/1/2013;'tilapia';360,00;0,00;0,00
22/1/2013;'carpe';322,00;0,00;0,00
23/1/2013;'carpe';308,00;0,00;0,00
23/1/2013;'tilapia';319,00;0,00;0,00
24/1/2013;'carpe';53,00;0,00;0,00
24/1/2013;'tilapia';577,00;0,00;0,00
28/1/2013;'carpe';200,00;0,00;0,00
29/1/2013;'tilapia';556,00;0,00;0,00
29/1/2013;'carpe';166,00;0,00;0,00
30/1/2013;'tilapia';273,00;0,00;0,00
30/1/2013;'carpe';477,00;0,00;0,00
31/1/2013;'tilapia';295,00;0,00;0,00
4/2/2013;'carpe';137,00;0,00;0,00
5/2/2013;'tilapia';714,00;0,00;0,00
5/2/2013;'carpe';389,00;0,00;0,00
6/2/2013;'tilapia';204,00;0,00;0,00
1/2/2013;'tilapia';0,00;0,00;174,00
7/2/2013;'tilapia';0,00;0,00;118,00
7/2/2013;'carpe';0,00;0,00;325,00
11/2/2013;'carpe';84,00;0,00;0,00
12/2/2013;'tilapia';432,00;0,00;0,00
12/2/2013;'carpe';335,00;0,00;0,00
13/2/2013;'tilapia';303,00;0,00;0,00
13/2/2013;'carpe';270,00;0,00;0,00
18/2/2013;'carpe';94,00;0,00;0,00
19/2/2013;'tilapia';253,00;0,00;0,00
19/2/2013;'carpe';840,00;0,00;0,00
20/2/2013;'tilapia';118,00;0,00;0,00
25/2/2013;'carpe';42,00;0,00;0,00
26/2/2013;'carpe';627,00;0,00;0,00
26/2/2013;'tilapia';228,00;0,00;0,00
28/2/2013;'carpe';198,00;0,00;0,00
1/3/2013;'carpe';33,00;0,00;171,00
4/3/2013;'carpe';95,00;0,00;0,00
6/3/2013;'tilapia';126,00;0,00;0,00
6/3/2013;'carpe';383,00;0,00;0,00
11/3/2013;'carpe';83,00;0,00;0,00
12/3/2013;'carpe';806,00;0,00;186,00
13/3/2013;'carpe';339,00;0,00;27,00
14/3/2013;'carpe';28,00;0,00;0,00
18/3/2013;'carpe';104,50;0,00;0,00
19/3/2013;'carpe';1050,00;0,00;0,00
20/3/2013;'carpe';52,00;0,00;0,00
20/3/2013;'tilapia';293,00;0,00;0,00
21/3/2013;'carpe';67,00;0,00;0,00
22/3/2013;'carpe';918,00;0,00;0,00
25/3/2013;'carpe';36,00;0,00;0,00
26/3/2013;'carpe';15,00;0,00;0,00
27/3/2013;'carpe';355,00;0,00;0,00
1/4/2013;'carpe';38,00;0,00;0,00
3/4/2013;'tilapia';200,00;0,00;0,00
3/4/2013;'carpe';273,00;0,00;0,00
8/4/2013;'carpe';3,00;0,00;0,00
9/4/2013;'carpe';3,00;0,00;0,00
9/4/2013;'tilapia';36,00;0,00;0,00
10/4/2013;'tilapia';21,00;0,00;0,00
10/4/2013;'carpe';192,00;0,00;0,00
15/4/2013;'tilapia';144,00;0,00;0,00
15/4/2013;'carpe';173,00;0,00;0,00
16/4/2013;'carpe';18,00;0,00;0,00
16/4/2013;'tilapia';0,00;0,00;75,00
17/4/2013;'tilapia';204,00;0,00;0,00
17/4/2013;'carpe';248,00;0,00;0,00
22/4/2013;'carpe';23,00;0,00;0,00
13/5/2013;'carpe';10,00;0,00;0,00
14/5/2013;'tilapia';173,00;0,00;42,00
14/5/2013;'carpe';260,00;0,00;0,00
15/5/2013;'carpe';652,00;0,00;0,00
20/5/2013;'carpe';39,00;0,00;0,00
21/5/2013;;0,00;0,00;0,00
21/5/2013;'carpe';123,00;0,00;0,00
22/5/2013;'carpe';450,00;0,00;0,00
28/5/2013;'carpe';16,00;0,00;0,00
28/5/2013;'tilapia';233,00;0,00;0,00
29/5/2013;'tilapia';0,00;0,00;267,00
29/5/2013;'carpe';410,00;0,00;0,00
5/6/2013;'carpe';278,00;0,00;0,00
10/6/2013;'carpe';32,50;0,00;0,00
11/6/2013;'carpe';12,00;0,00;0,00
11/6/2013;'tilapia';232,00;0,00;0,00
17/6/2013;'carpe';2,50;0,00;0,00
18/6/2013;'carpe';603,00;0,00;0,00
19/6/2013;'carpe';366,00;0,00;0,00
24/6/2013;'carpe';87,00;0,00;0,00
25/6/2013;'carpe';83,00;0,00;0,00
25/6/2013;'tilapia';387,00;0,00;284,00
1/7/2013;'carpe';60,00;0,00;0,00
2/7/2013;'carpe';297,00;0,00;0,00
3/7/2013;'carpe';525,00;0,00;0,00
4/7/2013;'carpe';20,00;0,00;0,00
8/7/2013;'tilapia';375,00;0,00;309,00
8/7/2013;'carpe';110,00;0,00;0,00
15/7/2013;'carpe';248,00;0,00;0,00
16/7/2013;'carpe';565,00;0,00;0,00
17/7/2013;'carpe';253,00;0,00;0,00
22/7/2013;'carpe';186,00;0,00;0,00
24/7/2013;'tilapia';410,00;0,00;214,00
24/7/2013;'carpe';73,00;0,00;10,00
29/7/2013;'carpe';171,00;0,00;0,00
30/7/2013;'carpe';260,00;0,00;0,00
31/7/2013;'tilapia';500,00;0,00;0,00
31/7/2013;'carpe';90,00;0,00;0,00
12/8/2013;'carpe';31,00;0,00;0,00
13/8/2013;'carpe';156,00;0,00;0,00
13/8/2013;'tilapia';182,00;0,00;0,00
14/8/2013;'carpe';359,00;0,00;0,00
19/8/2013;'carpe';75,00;0,00;0,00
20/8/2013;'carpe';123,00;0,00;0,00
21/8/2013;'carpe';239,00;0,00;0,00
21/8/2013;'tilapia';56,00;0,00;0,00
22/8/2013;'tilapia';187,00;0,00;0,00
22/8/2013;'carpe';249,00;0,00;0,00
26/8/2013;'carpe';24,00;0,00;0,00
27/8/2013;'carpe';17,00;0,00;0,00
28/8/2013;'tilapia';100,00;0,00;0,00
28/8/2013;'carpe';93,00;0,00;0,00
29/8/2013;;205,00;0,00;0,00
29/8/2013;'tilapia';205,00;0,00;0,00
29/8/2013;'carpe';63,00;0,00;0,00
2/9/2013;'carpe';82,00;0,00;0,00
3/9/2013;'carpe';36,00;0,00;0,00
4/9/2013;;268,00;0,00;0,00
4/9/2013;'carpe';115,00;0,00;0,00
5/9/2013;'carpe';150,00;0,00;0,00
9/9/2013;'carpe';86,00;0,00;0,00
10/9/2013;'carpe';12,00;0,00;0,00
11/9/2013;'tilapia';569,00;0,00;0,00
11/9/2013;'carpe';134,00;0,00;0,00
17/9/2013;'carpe';6,00;0,00;0,00
19/9/2013;'tilapia';561,00;0,00;0,00
19/9/2013;'carpe';53,00;0,00;0,00
16/9/2013;'carpe';170,00;0,00;0,00
23/9/2013;'tilapia';529,00;0,00;0,00
23/9/2013;'carpe';490,00;0,00;0,00
25/9/2013;'carpe';5,50;0,00;0,00
26/9/2013;'carpe';5,00;0,00;0,00
30/9/2013;'tilapia';831,00;0,00;0,00
30/9/2013;'carpe';144,00;0,00;0,00
1/10/2013;'carpe';710,00;0,00;0,00
3/10/2013;'carpe';59,00;0,00;0,00
3/10/2013;'tilapia';271,00;0,00;0,00
7/10/2013;'carpe';14,00;0,00;0,00
9/10/2013;'tilapia';216,00;0,00;0,00
9/10/2013;'carpe';325,00;0,00;0,00
10/10/2013;'tilapia';341,00;0,00;0,00
10/10/2013;'carpe';114,00;0,00;0,00
11/10/2013;'carpe';32,00;0,00;0,00
14/10/2013;'carpe';195,00;0,00;0,00
15/10/2013;'carpe';37,00;0,00;0,00
16/10/2013;'tilapia';819,00;0,00;0,00
16/10/2013;'carpe';183,00;0,00;0,00
17/10/2013;'carpe';182,00;0,00;0,00
21/10/2013;'carpe';13,00;0,00;0,00
22/10/2013;'tilapia';133,00;0,00;0,00
22/10/2013;'carpe';64,00;0,00;0,00
13/11/2013;'tilapia';430,00;0,00;0,00
20/11/2013;'tilapia';300,00;0,00;0,00
27/11/2013;'tilapia';300,00;0,00;0,00
2/12/2013;'carpe';38,00;0,00;0,00
5/12/2013;'carpe';132,00;0,00;0,00
5/12/2013;'tilapia';293,00;0,00;0,00
6/12/2013;'tilapia';302,00;0,00;0,00
9/12/2013;'carpe';306,00;0,00;0,00
11/12/2013;'tilapia';750,00;0,00;0,00
16/12/2013;'carpe';190,00;0,00;0,00
18/12/2013;;0,00;0,00;0,00
18/12/2013;'carpe';512,00;0,00;0,00
18/12/2013;'tilapia';360,00;0,00;0,00
22/12/2013;'carpe';10,00;0,00;0,00
23/12/2013;'carpe';107,00;0,00;0,00
26/12/2013;'carpe';134,00;0,00;0,00
26/12/2013;'tilapia';313,00;0,00;0,00
27/12/2013;'tilapia';301,00;0,00;0,00
30/12/2013;;0,00;0,00;0,00
2/1/2014;'carpe';270,00;0,00;0,00
2/1/2014;'tilapia';600,00;0,00;0,00
7/1/2014;'carpe';60,00;0,00;0,00
8/1/2014;'carpe';193,00;0,00;0,00
9/1/2014;'tilapia';464,00;0,00;0,00
9/1/2014;;242,00;0,00;0,00
10/1/2014;;712,00;0,00;0,00
10/1/2014;'tilapia';712,00;0,00;0,00
10/1/2014;'carpe';361,00;0,00;0,00
13/1/2014;'carpe';42,00;0,00;0,00
14/1/2014;'carpe';200,00;0,00;0,00
15/1/2014;'carpe';140,00;0,00;0,00
15/1/2014;'tilapia';281,00;0,00;0,00
16/1/2014;;265,00;0,00;0,00
16/1/2014;'carpe';9,00;0,00;0,00
20/1/2014;'carpe';95,00;0,00;0,00
22/1/2014;'tilapia';500,00;0,00;0,00
22/1/2014;'carpe';132,00;0,00;0,00
23/1/2014;'carpe';30,00;0,00;0,00
27/1/2014;'carpe';85,00;0,00;0,00
28/1/2014;'carpe';175,00;0,00;0,00
29/1/2014;'tilapia';689,00;0,00;0,00
29/1/2014;'carpe';94,00;0,00;0,00
30/1/2014;'tilapia';305,00;0,00;0,00
30/1/2014;'carpe';85,00;0,00;0,00
4/2/2014;'carpe';547,00;0,00;0,00
5/2/2014;'carpe';305,00;0,00;0,00
5/2/2014;'tilapia';322,00;0,00;0,00
6/2/2014;'tilapia';315,00;0,00;0,00
6/2/2014;'carpe';130,00;0,00;0,00
10/2/2014;'carpe';86,00;0,00;0,00
11/2/2014;'carpe';354,00;0,00;0,00
12/2/2014;'tilapia';550,00;0,00;0,00
12/2/2014;'carpe';53,00;0,00;0,00
13/2/2014;'tilapia';225,00;0,00;0,00
13/2/2014;'carpe';216,00;0,00;0,00
17/2/2014;'carpe';166,00;0,00;0,00
18/2/2014;;0,00;0,00;0,00
18/2/2014;'carpe';113,50;0,00;0,00
19/2/2014;'tilapia';483,00;0,00;0,00
19/2/2014;'carpe';88,00;0,00;0,00
20/2/2014;'tilapia';490,00;0,00;0,00
25/2/2014;'carpe';107,00;0,00;0,00
24/2/2014;'carpe';109,00;0,00;0,00
26/2/2014;'carpe';128,00;0,00;0,00
26/2/2014;'tilapia';525,00;0,00;0,00
3/3/2014;'carpe';73,00;0,00;0,00
4/3/2014;'carpe';42,00;0,00;0,00
4/3/2014;'tilapia';20,00;0,00;0,00
5/3/2014;'carpe';56,00;0,00;0,00
5/3/2014;;792,00;0,00;0,00
11/3/2014;'carpe';133,00;0,00;0,00
12/3/2014;'carpe';25,00;0,00;0,00
12/3/2014;'tilapia';440,00;0,00;0,00
13/3/2014;'carpe';207,00;0,00;0,00
13/3/2014;'tilapia';1122,00;0,00;0,00
17/3/2014;'carpe';15,00;0,00;0,00
18/3/2014;'carpe';110,00;0,00;0,00
19/3/2014;'carpe';600,00;0,00;0,00
19/3/2014;'tilapia';650,00;0,00;0,00
20/3/2014;'tilapia';406,00;0,00;0,00
20/3/2014;'carpe';107,00;0,00;0,00
24/3/2014;'carpe';18,00;0,00;0,00
25/3/2014;'carpe';155,00;0,00;0,00
26/3/2014;'carpe';318,00;0,00;0,00
26/3/2014;'tilapia';1141,00;0,00;0,00
27/3/2014;'carpe';125,00;0,00;0,00
27/3/2014;'tilapia';283,00;0,00;0,00
28/3/2014;'tilapia';664,00;0,00;0,00
31/3/2014;'carpe';30,00;0,00;0,00
1/4/2014;'carpe';36,00;0,00;0,00
2/4/2014;'carpe';117,00;0,00;0,00
2/4/2014;'tilapia';834,00;0,00;0,00
7/4/2014;'carpe';71,00;0,00;0,00
8/4/2014;'carpe';99,00;0,00;0,00
9/4/2014;'carpe';186,00;0,00;0,00
9/4/2014;'tilapia';758,00;0,00;0,00
10/4/2014;'carpe';87,00;0,00;0,00
10/4/2014;'tilapia';350,00;0,00;0,00
13/4/2014;'carpe';5,00;0,00;0,00
15/4/2014;;181,00;0,00;0,00
15/4/2014;'carpe';437,00;0,00;0,00
15/4/2014;'tilapia';1812,00;0,00;0,00
16/4/2014;'tilapia';1350,00;0,00;0,00
16/4/2014;'carpe';212,00;0,00;0,00
22/4/2014;'carpe';78,00;0,00;0,00
23/4/2014;'tilapia';909,00;0,00;0,00
23/4/2014;'carpe';257,00;0,00;0,00
24/4/2014;'carpe';156,00;0,00;0,00
24/4/2014;'tilapia';340,00;0,00;0,00
28/4/2014;'carpe';84,00;0,00;0,00
29/4/2014;'carpe';7,00;0,00;0,00
30/4/2014;'tilapia';700,00;0,00;0,00
30/4/2014;'carpe';451,00;0,00;0,00
1/5/2014;'carpe';75,00;0,00;0,00
1/5/2014;'tilapia';369,00;0,00;0,00
6/5/2014;'carpe';266,00;0,00;0,00
7/5/2014;'carpe';280,00;0,00;0,00
7/5/2014;'tilapia';433,00;0,00;0,00
8/5/2014;'carpe';75,00;0,00;0,00
8/5/2014;'tilapia';592,00;0,00;0,00
12/5/2014;'carpe';28,00;0,00;0,00
13/5/2014;'carpe';8,00;0,00;0,00
14/5/2014;'carpe';375,00;0,00;0,00
14/5/2014;'tilapia';350,00;0,00;0,00
2/6/2014;'carpe';75,00;0,00;0,00
3/6/2014;'carpe';112,00;0,00;0,00
4/6/2014;;89,00;0,00;0,00
4/6/2014;'carpe';260,00;0,00;0,00
4/6/2014;'tilapia';89,00;0,00;0,00
5/6/2014;'tilapia';85,00;0,00;0,00
5/6/2014;'carpe';86,00;0,00;0,00
9/6/2014;'carpe';200,00;0,00;0,00
16/6/2014;'carpe';305,00;0,00;0,00
23/6/2014;'carpe';146,00;0,00;0,00
24/6/2014;'carpe';467,00;0,00;0,00
30/6/2014;'carpe';148,00;0,00;0,00
1/7/2014;'carpe';181,00;0,00;0,00
7/7/2014;'carpe';386,00;0,00;0,00
8/7/2014;'carpe';327,00;0,00;0,00
14/7/2014;'carpe';429,00;0,00;0,00
15/7/2014;'carpe';43,00;0,00;0,00
22/7/2014;'carpe';325,00;0,00;0,00
28/7/2014;'carpe';314,00;0,00;0,00
29/7/2014;'carpe';175,00;0,00;0,00
30/7/2014;'carpe';114,00;0,00;0,00
5/8/2014;'carpe';325,00;0,00;0,00
6/8/2014;'carpe';157,00;0,00;0,00
12/8/2014;'carpe';15,00;0,00;0,00
13/8/2014;'carpe';75,00;0,00;0,00
18/8/2014;'carpe';382,00;0,00;0,00
19/8/2014;'carpe';75,00;0,00;0,00
20/8/2014;'carpe';240,00;0,00;0,00
20/8/2014;'tilapia';210,00;0,00;0,00
26/8/2014;'carpe';286,00;0,00;0,00
