'date';'u5';'u6';'u8';'u10';'u12';'u15';'u16/20';'u21/25';'peladas'
4/7/2011;0,00;35,00;60,00;27,00;20,00;25,00;67,50;0,00;9,00
7/7/2011;0,00;5,00;18,50;10,00;10,00;0,00;110,00;0,00;1,00
11/7/2011;0,00;20,00;40,00;37,50;40,00;35,00;102,50;0,00;8,50
12/7/2011;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;0,00
13/7/2011;0,00;0,00;8,00;0,00;5,00;0,00;280,00;0,00;1,50
14/7/2011;0,00;0,00;0,00;50,00;25,00;0,00;0,00;0,00;0,00
18/7/2011;0,00;20,00;35,00;28,50;40,00;30,00;93,50;0,00;10,00
21/7/2011;0,00;0,00;25,00;25,00;15,00;10,00;50,00;0,00;0,50
25/7/2011;0,00;10,00;43,00;15,00;40,00;30,00;100,00;0,00;4,00
27/7/2011;0,00;0,00;0,00;0,00;0,00;0,00;106,00;0,00;0,00
28/7/2011;0,00;10,00;20,00;50,00;27,50;19,00;59,50;0,00;0,00
1/8/2011;0,00;10,00;30,00;41,50;38,00;15,00;108,50;0,00;1,00
4/8/2011;0,00;0,00;242,00;0,00;50,00;95,00;83,00;0,00;8,00
8/8/2011;0,00;10,00;25,00;20,00;27,00;43,00;100,00;0,00;3,00
9/8/2011;0,00;0,00;147,00;0,00;84,00;75,00;0,00;0,00;6,00
11/8/2011;0,00;0,00;14,50;10,00;12,00;15,00;20,00;0,00;2,00
12/8/2011;0,00;0,00;0,00;10,00;15,00;15,00;0,00;95,00;0,00
10/8/2011;0,00;0,00;0,00;0,00;112,50;0,00;306,50;0,00;1,50
15/8/2011;0,00;0,00;25,00;20,00;50,00;49,50;49,50;0,00;7,00
16/8/2011;0,00;0,00;20,00;14,00;45,00;0,00;225,00;0,00;7,50
17/8/2011;0,00;0,00;30,00;20,00;55,00;0,00;230,00;0,00;9,00
18/8/2011;0,00;0,00;3,50;4,00;8,50;0,00;5,00;0,00;1,00
12/9/2011;0,00;0,00;0,00;10,00;61,50;8,00;110,00;0,00;0,00
14/9/2011;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00
19/9/2011;0,00;0,00;3,50;13,00;85,00;50,00;130,00;0,00;11,50
21/9/2011;0,00;0,00;0,00;0,00;0,00;0,00;112,50;0,00;1,50
26/9/2011;0,00;0,00;0,00;11,50;115,00;0,00;120,00;0,00;5,50
3/10/2011;0,00;0,00;1,50;15,00;80,00;10,00;245,00;0,00;6,50
4/10/2011;0,00;0,00;0,00;0,00;8,50;0,00;10,00;0,00;0,00
5/10/2011;0,00;0,00;0,00;2,00;5,00;0,00;12,50;0,00;0,00
10/10/2011;0,00;0,00;0,00;28,00;65,00;0,00;250,00;0,00;7,00
11/10/2011;0,00;0,00;0,00;5,00;9,00;0,00;45,00;0,00;0,00
17/10/2011;0,00;0,00;10,00;28,50;85,00;0,00;280,00;0,00;9,00
18/10/2011;0,00;0,00;0,00;0,00;0,00;0,00;150,00;0,00;0,00
24/10/2011;0,00;0,00;10,00;40,00;85,00;0,00;188,50;0,00;8,50
26/10/2011;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00
31/10/2011;0,00;0,00;30,00;45,00;45,00;10,00;151,00;0,00;9,00
1/11/2011;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00
2/11/2011;0,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;0,00
7/11/2011;0,00;0,00;60,00;60,00;60,00;0,00;207,00;0,00;14,00
8/11/2011;0,00;0,00;8,50;10,00;0,00;0,00;145,00;0,00;4,00
9/11/2011;0,00;0,00;0,00;0,00;0,00;0,00;165,00;0,00;0,00
14/11/2011;0,00;0,00;25,00;70,00;40,00;10,00;270,00;0,00;9,00
15/11/2011;0,00;0,00;0,00;0,00;0,00;0,00;300,00;0,00;0,00
21/11/2011;0,00;0,00;0,00;60,00;35,00;10,00;210,00;0,00;7,00
23/11/2011;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00
28/11/2011;0,00;20,00;30,00;65,00;45,00;20,00;130,00;0,00;12,00
30/11/2011;0,00;0,00;0,00;0,00;0,00;0,00;188,00;0,00;0,00
5/12/2011;0,00;0,00;15,00;25,00;40,00;10,00;75,00;0,00;3,00
6/12/2011;0,00;15,00;0,00;17,00;20,00;0,00;22,00;0,00;0,50
7/12/2011;0,00;0,00;0,00;10,00;5,00;0,00;43,00;0,00;0,00
12/12/2011;0,00;0,00;1,50;5,00;15,00;0,00;80,00;0,00;3,00
13/12/2011;0,00;0,00;45,00;0,00;0,00;39,50;140,00;0,00;5,00
20/12/2011;0,00;0,00;0,00;19,00;10,00;15,00;73,50;0,00;0,00
26/12/2011;0,00;65,00;40,00;25,00;45,00;50,00;114,00;0,00;9,00
28/12/2011;0,00;0,00;0,00;0,00;48,50;15,00;185,00;0,00;0,00
2/1/2012;0,00;0,00;25,00;14,00;20,00;25,00;90,00;0,00;3,00
6/1/2012;0,00;5,00;15,00;25,00;35,00;15,00;145,00;0,00;6,00
10/1/2012;0,00;5,00;5,00;5,00;15,00;20,00;145,00;0,00;3,00
13/1/2012;0,00;0,00;30,00;25,00;30,00;5,00;115,00;12,00;5,50
12/1/2012;0,00;10,00;5,00;0,00;5,00;0,00;0,00;0,00;1,00
16/1/2012;0,00;5,00;10,00;15,00;40,00;20,00;145,00;0,00;4,00
17/1/2012;0,00;10,00;5,00;25,00;30,00;10,00;150,00;0,00;1,50
24/1/2012;0,00;20,00;0,00;5,00;22,00;0,00;5,00;0,00;0,00
25/1/2012;0,00;0,00;0,00;5,00;30,00;20,00;155,00;0,00;0,75
31/1/2012;0,00;4,50;0,00;5,00;50,00;30,00;190,00;0,00;5,00
6/2/2012;0,00;0,00;10,00;5,00;25,00;15,00;110,00;0,00;3,50
13/2/2012;0,00;0,00;5,00;10,00;55,00;15,00;155,00;0,00;6,00
20/2/2012;0,00;0,00;5,00;20,00;40,00;20,00;175,00;0,00;6,00
27/2/2012;0,00;0,00;4,00;13,50;45,00;22,00;151,00;0,00;8,00
5/3/2012;0,00;0,00;10,00;25,00;55,00;30,00;144,00;0,00;10,00
12/3/2012;0,00;0,00;0,00;40,00;50,00;25,00;165,00;0,00;10,00
19/3/2012;0,00;45,00;33,50;60,00;85,00;40,00;303,50;0,00;14,00
26/3/2012;0,00;0,00;15,00;55,00;75,00;0,00;315,00;0,00;10,00
27/3/2012;0,00;0,00;5,00;40,00;25,00;15,00;205,00;0,00;3,00
3/4/2012;0,00;30,00;20,00;25,00;20,00;15,00;55,00;0,00;6,00
4/4/2012;0,00;10,00;15,00;45,00;75,00;0,00;250,00;0,00;8,00
10/4/2012;0,00;0,00;10,00;10,00;23,50;0,00;108,00;0,00;2,00
11/4/2012;0,00;0,00;15,00;35,00;15,00;0,00;17,00;0,00;1,00
17/4/2012;0,00;0,00;15,00;30,00;24,00;10,00;90,00;0,00;5,00
18/4/2012;0,00;0,00;10,00;20,00;15,00;10,00;90,00;0,00;1,50
23/4/2012;0,00;70,00;23,80;25,00;40,00;0,00;98,00;0,00;11,00
24/4/2012;0,00;0,00;0,00;15,00;15,00;20,00;35,00;0,00;0,00
1/5/2012;0,00;30,00;15,00;5,00;5,00;0,00;14,00;0,00;3,00
2/5/2012;0,00;5,00;35,00;50,00;60,00;35,00;270,00;0,00;13,00
21/5/2012;0,00;0,00;20,00;20,00;24,00;15,00;188,00;0,00;10,00
28/5/2012;0,00;0,00;15,00;32,50;40,00;5,00;120,00;0,00;9,00
4/6/2012;0,00;0,00;5,00;7,00;10,00;7,50;60,00;0,00;2,00
5/6/2012;0,00;10,00;12,00;15,00;15,00;15,00;145,00;0,00;5,00
6/6/2012;0,00;0,00;3,00;5,00;10,00;2,50;0,00;0,00;0,00
11/6/2012;0,00;0,00;5,00;5,00;7,00;5,00;49,00;0,00;1,50
12/6/2012;0,00;0,00;0,00;10,00;10,00;20,00;130,00;0,00;1,50
18/6/2012;0,00;5,00;10,00;10,00;15,00;15,00;120,00;0,00;4,00
25/6/2012;0,00;0,00;0,00;0,00;5,00;5,00;95,00;0,00;1,50
2/7/2012;0,00;0,00;0,00;4,00;30,00;35,00;135,00;0,00;3,00
27/6/2012;0,00;0,00;0,00;0,00;0,00;0,00;215,00;0,00;0,00
9/7/2012;0,00;0,00;0,00;3,50;18,00;20,00;90,00;0,00;2,00
10/7/2012;0,00;0,00;0,00;1,50;70,00;0,00;100,00;0,00;1,00
16/7/2012;0,00;0,00;0,00;10,00;55,00;20,00;125,00;0,00;3,00
17/7/2012;0,00;0,00;0,00;0,00;25,00;0,00;50,00;0,00;0,00
23/7/2012;0,00;0,00;0,00;19,00;40,00;20,00;175,00;0,00;4,00
24/7/2012;0,00;0,00;0,00;0,00;10,00;0,00;39,00;0,00;0,00
30/7/2012;0,00;0,00;0,00;20,00;79,00;20,00;195,00;0,00;0,00
1/8/2012;0,00;0,00;0,00;0,00;165,00;0,00;0,00;0,00;0,00
2/8/2012;0,00;0,00;0,00;0,00;10,00;0,00;1,00;0,00;0,00
6/8/2012;0,00;0,00;0,00;25,00;45,00;20,00;155,00;0,00;6,00
8/8/2012;0,00;0,00;0,00;28,50;40,00;0,00;250,00;0,00;0,00
9/8/2012;0,00;0,00;0,00;40,00;65,00;0,00;305,00;0,00;0,00
13/8/2012;0,00;0,00;0,00;20,00;35,00;0,00;119,00;0,00;3,50
14/8/2012;0,00;0,00;0,00;13,50;15,00;0,00;93,50;0,00;0,00
20/8/2012;0,00;0,00;0,00;45,00;40,00;10,00;173,00;0,00;4,00
22/8/2012;0,00;0,00;0,00;20,00;20,00;0,00;130,00;0,00;3,50
27/8/2012;0,00;0,00;0,00;25,00;40,00;0,00;100,00;0,00;7,00
3/9/2012;0,00;0,00;15,00;33,00;20,00;10,00;130,00;0,00;9,00
10/9/2012;0,00;0,00;15,00;30,00;60,00;0,00;165,00;0,00;7,00
17/9/2012;0,00;0,00;10,00;65,00;75,00;20,00;145,00;0,00;13,00
25/9/2012;0,00;0,00;10,00;20,00;60,00;0,00;109,00;0,00;7,00
1/10/2012;0,00;0,00;18,50;20,00;38,00;20,00;139,00;0,00;5,50
2/10/2012;0,00;0,00;15,00;15,00;22,50;0,00;30,00;0,00;1,50
8/10/2012;0,00;0,00;0,00;60,00;55,00;0,00;135,00;0,00;10,50
15/10/2012;0,00;0,00;20,00;40,00;55,00;10,00;115,00;0,00;7,00
22/10/2012;0,00;0,00;15,00;35,00;55,00;0,00;160,00;0,00;16,00
29/10/2012;0,00;0,00;30,00;45,00;35,00;20,00;125,00;0,00;10,50
5/11/2012;0,00;0,00;11,00;25,00;30,00;0,00;139,00;0,00;5,00
7/11/2012;0,00;18,00;0,00;0,00;0,00;0,00;8,50;0,00;1,00
12/11/2012;0,00;0,00;20,00;28,00;20,00;20,00;144,00;0,00;3,00
19/11/2012;0,00;0,00;30,00;20,00;37,50;20,00;185,00;0,00;3,00
26/11/2012;0,00;0,00;52,00;45,00;20,00;34,00;120,00;3,00;5,00
4/12/2012;0,00;0,00;54,00;50,00;49,00;25,00;395,00;0,00;15,00
5/12/2012;0,00;0,00;45,00;0,00;0,00;0,00;177,00;0,00;6,00
10/12/2012;0,00;0,00;5,00;12,00;17,00;0,00;152,00;0,00;2,00
11/12/2012;0,00;0,00;0,00;5,00;13,00;0,00;59,00;8,00;0,00
19/12/2012;0,00;0,00;28,00;0,00;10,00;15,00;100,00;1,50;0,00
27/12/2012;0,00;0,00;12,50;0,00;4,00;0,00;5,00;0,00;0,50
28/12/2012;0,00;0,00;4,00;8,00;46,00;25,00;189,00;0,00;4,00
4/1/2013;0,00;0,00;10,00;5,00;49,00;20,00;191,00;0,00;4,00
7/1/2013;0,00;0,00;2,00;5,00;60,00;0,00;103,00;0,00;2,50
8/1/2013;0,00;0,00;5,00;3,50;15,00;15,00;23,00;0,00;1,00
14/1/2013;0,00;0,00;3,50;25,00;125,00;0,00;219,00;0,00;6,00
23/1/2013;0,00;0,00;0,00;5,00;45,00;15,00;128,50;0,00;1,00
28/1/2013;0,00;0,00;10,00;27,00;140,00;20,00;259,00;0,00;2,50
4/2/2013;0,00;0,00;5,00;49,00;135,00;0,00;197,00;0,00;2,00
11/2/2013;0,00;0,00;15,00;28,00;70,00;57,00;239,00;0,00;5,00
18/2/2013;0,00;0,00;5,00;15,00;75,00;45,00;261,00;0,00;6,00
25/2/2013;0,00;0,00;7,00;50,00;92,00;65,00;305,00;0,00;12,00
28/2/2013;0,00;0,00;0,00;0,00;0,00;0,00;201,00;0,00;0,00
4/3/2013;0,00;0,00;20,00;69,50;70,00;15,00;220,00;0,00;7,00
11/3/2013;0,00;0,00;10,00;45,00;65,00;40,00;282,00;0,00;12,00
18/3/2013;0,00;0,00;8,00;60,00;74,00;0,00;260,00;0,00;13,00
25/3/2013;0,00;0,00;20,00;73,00;72,00;35,00;342,00;0,00;15,00
26/3/2013;0,00;0,00;22,00;71,00;65,00;0,00;356,00;0,00;15,00
1/4/2013;0,00;0,00;0,00;34,00;65,00;0,00;200,00;0,00;5,00
8/4/2013;0,00;0,00;20,00;10,00;25,00;12,00;87,50;0,00;3,50
9/4/2013;0,00;0,00;11,00;28,50;25,00;9,00;95,00;13,00;4,50
15/4/2013;0,00;0,00;3,00;6,00;10,00;0,00;65,00;0,00;2,00
16/4/2013;0,00;0,00;10,00;49,00;64,00;15,00;292,00;0,00;9,50
22/4/2013;0,00;0,00;7,00;30,00;65,00;20,00;207,50;0,00;8,00
23/4/2013;0,00;0,00;8,50;47,50;40,00;0,00;97,00;0,00;7,00
13/5/2013;0,00;0,00;12,50;40,00;43,00;15,00;164,50;0,00;8,00
14/5/2013;0,00;0,00;0,00;4,00;2,50;0,00;19,00;0,00;0,00
20/5/2013;0,00;0,00;20,00;50,00;62,00;0,00;150,00;0,00;6,50
27/5/2013;0,00;0,00;25,00;44,00;37,00;20,00;186,00;0,00;13,00
28/5/2013;0,00;0,00;0,00;0,00;0,00;0,00;90,00;0,00;0,00
3/6/2013;0,00;0,00;39,00;35,00;23,00;20,00;65,00;0,00;13,00
10/6/2013;0,00;0,00;20,00;40,00;23,00;10,00;55,00;0,00;10,00
11/6/2013;0,00;0,00;22,50;25,00;43,00;0,00;100,00;0,00;10,00
17/6/2013;0,00;0,00;50,00;35,00;57,50;0,00;111,00;0,00;20,00
24/6/2013;0,00;0,00;10,00;15,00;20,00;0,00;83,50;0,00;2,00
1/7/2013;0,00;0,00;20,00;30,00;20,00;10,00;79,00;5,00;10,00
2/7/2013;0,00;0,00;7,00;20,00;13,00;10,00;115,00;0,00;2,00
8/7/2013;0,00;0,00;3,00;0,00;1,00;5,00;96,00;8,50;0,00
15/7/2013;0,00;0,00;13,00;8,00;10,00;10,00;50,00;0,00;3,00
22/7/2013;0,00;0,00;5,00;1,00;10,00;20,00;127,00;0,00;3,00
29/7/2013;0,00;0,00;1,00;0,00;7,00;20,00;123,00;0,00;1,00
5/8/2013;0,00;0,00;2,00;1,70;31,00;20,00;114,00;0,00;1,60
6/8/2013;0,00;0,00;0,00;0,00;24,00;0,00;151,00;0,00;2,00
7/8/2013;0,00;0,00;0,00;0,00;3,50;0,00;19,00;0,00;0,00
12/8/2013;0,00;0,00;0,00;1,00;31,00;20,00;160,00;0,00;2,00
13/8/2013;0,00;0,00;0,00;0,00;15,00;0,00;56,00;0,00;1,00
19/8/2013;0,00;0,00;1,50;2,50;69,00;0,00;250,00;0,00;4,00
20/8/2013;0,00;0,00;0,00;1,00;17,50;0,00;215,00;0,00;3,50
26/8/2013;0,00;0,00;0,00;1,50;43,50;20,00;188,00;0,00;2,50
27/8/2013;0,00;0,00;2,00;3,50;59,00;0,00;164,00;0,00;4,00
2/9/2013;0,00;0,00;0,00;11,00;95,00;0,00;237,00;0,00;13,00
3/9/2013;0,00;0,00;0,00;2,00;33,00;0,00;185,00;0,00;0,00
9/9/2013;0,00;0,00;0,00;10,00;65,00;0,00;239,00;0,00;3,00
10/9/2013;0,00;0,00;0,00;5,00;40,00;0,00;151,00;0,00;7,00
11/9/2013;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00
16/9/2013;0,00;0,00;0,00;28,00;100,00;10,00;309,50;0,00;5,50
17/9/2013;0,00;0,00;0,00;0,00;0,00;0,00;132,00;0,00;1,00
26/9/2013;0,00;0,00;0,00;40,00;47,00;0,00;234,00;0,00;7,00
25/9/2013;0,00;0,00;2,00;52,50;70,00;0,00;321,50;0,00;9,00
7/10/2013;0,00;0,00;5,00;58,50;25,00;0,00;301,00;0,00;18,00
8/10/2013;0,00;0,00;13,50;25,00;40,00;0,00;127,50;0,00;4,00
9/10/2013;0,00;0,00;1,00;8,00;1,00;0,00;1,00;0,00;0,00
11/10/2013;0,00;0,00;7,50;5,00;0,00;0,00;1,40;2,50;0,00
14/10/2013;0,00;0,00;6,50;37,50;20,00;0,00;370,00;0,00;13,00
21/10/2013;0,00;0,00;10,00;30,00;37,50;0,00;325,00;0,00;18,00
22/10/2013;0,00;0,00;3,50;20,00;35,00;0,00;109,00;0,00;4,00
28/10/2013;0,00;0,00;3,00;10,00;45,00;0,00;215,00;0,00;3,50
29/10/2013;0,00;0,00;5,00;30,00;25,00;0,00;268,00;0,00;3,50
5/11/2013;0,00;0,00;0,00;22,00;33,50;0,00;268,50;0,00;12,00
6/11/2013;0,00;0,00;13,00;30,00;57,00;15,00;252,00;0,00;5,00
11/11/2013;0,00;0,00;3,50;14,50;55,00;0,00;241,00;0,00;5,00
12/11/2013;0,00;0,00;11,00;15,00;34,00;15,00;228,00;0,00;20,00
18/11/2013;0,00;0,00;8,00;30,00;67,00;0,00;215,00;0,00;14,00
19/11/2013;0,00;0,00;0,00;22,50;43,00;15,00;297,50;0,00;10,00
25/11/2013;0,00;0,00;9,00;23,00;47,50;15,00;268,00;0,00;16,00
2/12/2013;0,00;0,00;4,00;57,00;95,00;0,00;226,00;0,00;6,00
3/12/2013;0,00;0,00;5,00;37,00;30,00;20,00;233,00;0,00;5,00
9/12/2013;0,00;0,00;2,00;30,00;104,00;45,00;386,00;0,00;6,00
10/12/2013;0,00;0,00;1,50;10,00;30,00;0,00;151,00;0,00;0,00
16/12/2013;0,00;0,00;45,00;25,00;36,00;25,00;194,50;0,00;5,50
17/12/2013;0,00;0,00;14,00;85,00;95,00;10,00;247,50;0,00;18,00
22/12/2013;0,00;0,00;4,00;30,00;38,00;37,50;232,50;0,00;6,00
23/12/2013;0,00;0,00;0,00;25,00;43,00;30,00;84,00;0,00;2,00
30/12/2013;0,00;0,00;49,00;113,00;89,50;30,00;366,00;0,00;18,00
7/1/2014;18,50;0,00;16,50;48,50;65,00;0,00;293,50;0,00;14,00
8/1/2014;0,00;0,00;3,00;18,00;29,00;20,00;142,00;0,00;2,00
13/1/2014;0,00;0,00;40,00;40,00;36,00;18,00;210,00;0,00;14,00
14/1/2014;0,00;0,00;0,00;3,50;5,00;6,50;50,00;0,00;4,00
20/1/2014;0,00;0,00;4,50;28,00;60,00;35,00;339,00;0,00;6,00
27/1/2014;0,00;0,00;61,50;53,50;74,00;35,00;253,00;0,00;14,00
28/1/2014;0,00;0,00;2,00;12,00;45,00;15,00;113,00;0,00;2,00
3/2/2014;0,00;0,00;35,00;37,00;44,00;35,00;346,00;0,00;8,00
4/2/2014;0,00;0,00;14,00;15,00;39,00;15,00;147,50;0,00;4,00
10/2/2014;0,00;0,00;33,50;45,00;65,00;25,00;287,50;0,00;14,00
11/2/2014;0,00;0,00;18,00;32,00;20,00;10,00;150,00;0,00;6,00
17/2/2014;0,00;0,00;14,00;45,00;69,00;35,00;458,50;0,00;10,00
18/2/2014;0,00;0,00;13,50;25,00;28,50;20,00;99,00;0,00;8,00
25/2/2014;0,00;0,00;8,00;15,00;29,50;10,00;184,50;0,00;10,00
24/2/2014;0,00;0,00;7,00;20,00;49,00;20,00;175,50;0,00;11,50
3/3/2014;0,00;0,00;12,00;35,00;67,00;20,00;355,00;0,00;13,00
11/3/2014;0,00;0,00;6,00;13,00;30,00;10,00;132,00;0,00;1,00
17/3/2014;0,00;0,00;21,00;32,00;37,00;15,00;325,00;0,00;10,00
18/3/2014;0,00;0,00;3,00;9,00;22,00;10,00;125,00;0,00;6,00
24/3/2014;0,00;0,00;10,00;50,00;59,00;23,00;200,00;0,00;4,00
25/3/2014;0,00;0,00;5,00;13,00;26,00;10,00;96,00;0,00;3,00
31/3/2014;0,00;0,00;22,50;25,00;28,00;25,00;170,00;0,00;4,00
1/4/2014;0,00;0,00;5,00;25,00;30,00;10,00;164,00;0,00;9,00
7/4/2014;0,00;0,00;20,00;56,50;48,50;17,00;300,00;0,00;8,00
13/4/2014;0,00;0,00;20,00;31,50;33,50;15,00;186,50;0,00;9,00
14/4/2014;0,00;0,00;13,00;19,50;23,50;10,00;198,50;0,00;5,00
21/4/2014;0,00;0,00;20,00;29,00;26,50;15,00;184,00;0,00;4,00
22/4/2014;0,00;0,00;21,00;19,00;25,00;10,00;197,00;0,00;5,00
28/4/2014;0,00;0,00;5,00;10,00;15,00;8,00;280,00;0,00;6,00
29/4/2014;0,00;0,00;31,00;29,50;30,00;5,00;174,50;0,00;5,00
6/5/2014;0,00;0,00;35,00;34,00;49,50;25,00;336,50;0,00;10,00
12/5/2014;0,00;0,00;30,00;29,00;22,50;10,00;340,00;0,00;7,00
13/5/2014;0,00;0,00;14,50;15,00;14,50;5,00;184,50;0,00;6,00
3/6/2014;0,00;0,00;34,50;23,00;20,00;9,50;90,00;0,00;6,00
5/6/2014;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9/6/2014;0,00;0,00;29,00;14,00;40,00;22,50;204,00;0,00;7,00
10/6/2014;0,00;0,00;29,00;15,00;14,00;40,00;125,00;0,00;2,00
16/6/2014;0,00;0,00;17,00;20,00;79,00;40,00;213,00;0,00;4,00
17/6/2014;0,00;0,00;38,50;20,00;10,00;30,00;82,00;0,00;7,00
23/6/2014;0,00;0,00;25,00;30,00;66,00;35,00;268,00;0,00;4,00
25/6/2014;0,00;0,00;0,00;0,00;0,00;0,00;55,00;0,00;0,00
30/6/2014;0,00;0,00;9,00;18,00;60,00;38,00;212,00;11,00;3,00
1/7/2014;0,00;0,00;2,00;22,50;55,00;30,00;172,00;0,00;3,00
7/7/2014;0,00;0,00;2,00;13,00;89,00;0,00;231,00;0,00;32,00
8/7/2014;0,00;0,00;10,00;15,00;46,00;0,00;90,00;0,00;4,00
14/7/2014;0,00;0,00;25,00;73,00;115,00;15,00;335,00;0,00;30,00
22/7/2014;0,00;0,00;1,50;35,00;123,00;0,00;402,00;0,00;20,00
23/7/2014;0,00;0,00;0,00;4,00;4,00;0,00;369,00;0,00;9,00
28/7/2014;0,00;0,00;10,00;60,00;124,00;45,00;276,00;0,00;14,00
29/7/2014;0,00;0,00;24,00;65,00;115,00;50,00;412,00;0,00;37,00
30/7/2014;0,00;0,00;26,50;64,00;120,00;44,50;389,00;0,00;11,00
31/7/2014;0,00;0,00;11,00;35,00;60,00;25,00;210,00;0,00;7,00
5/8/2014;0,00;0,00;8,50;54,00;65,00;20,00;173,50;0,00;10,00
6/8/2014;0,00;0,00;35,00;75,00;125,00;37,00;365,00;0,00;16,00
12/8/2014;0,00;0,00;15,00;35,00;50,00;25,00;258,50;0,00;18,00
13/8/2014;0,00;0,00;80,00;48,00;50,00;165,00;0,00;0,00;3,50
18/8/2014;0,00;0,00;31,50;43,00;65,00;70,00;314,00;0,00;11,00
19/8/2014;0,00;0,00;59,00;115,00;50,00;85,00;0,00;0,00;3,00
26/8/2014;0,00;0,00;3,00;2,50;0,00;0,00;233,00;0,00;17,00
27/8/2014;0,00;0,00;70,00;0,00;0,00;0,00;866,00;0,00;35,00
1/9/2014;0,00;0,00;75,00;97,50;105,00;0,00;356,50;0,00;42,00
9/9/2014;0,00;0,00;30,00;15,00;35,00;0,00;79,00;0,00;8,00
16/9/2014;0,00;0,00;70,00;43,00;50,00;0,00;292,00;0,00;19,00
18/9/2014;0,00;0,00;1,50;1,00;2,00;25,00;7,00;0,00;0,00
23/9/2014;0,00;0,00;68,50;76,50;83,50;0,00;23,00;0,00;6,00
25/9/2014;0,00;0,00;0,00;0,00;0,00;0,00;923,50;0,00;13,00
30/9/2014;0,00;0,00;30,00;41,50;55,00;0,00;232,00;0,00;15,00
1/10/2014;0,00;0,00;38,00;35,00;20,00;0,00;177,00;0,00;6,00
8/10/2014;0,00;0,00;134,00;60,00;0,00;0,00;0,00;0,00;1,00
18/11/2014;0,00;0,00;150,00;0,00;15,00;0,00;340,00;0,00;8,00
15/10/2014;0,00;0,00;63,00;5,00;60,00;0,00;167,00;0,00;9,00
21/10/2014;0,00;0,00;80,00;50,00;86,50;0,00;214,00;0,00;20,00
22/10/2014;0,00;0,00;165,00;25,00;85,00;0,00;336,00;0,00;17,00
23/10/2014;0,00;0,00;0,00;0,00;0,00;0,00;747,00;0,00;0,00
28/10/2014;0,00;0,00;76,00;25,00;85,00;0,00;250,00;0,00;21,00
4/11/2014;0,00;0,00;120,00;60,00;62,00;0,00;330,00;0,00;37,00
5/11/2014;0,00;0,00;45,00;50,00;50,00;0,00;234,00;0,00;27,00
11/11/2014;0,00;0,00;280,00;174,00;0,00;0,00;1093,00;0,00;47,00
12/11/2014;0,00;0,00;0,00;0,00;0,00;0,00;190,00;0,00;0,00
17/11/2014;0,00;0,00;390,00;116,00;110,00;0,00;604,00;0,00;47,00
24/11/2014;0,00;0,00;170,00;45,00;175,00;0,00;244,00;0,00;30,00
25/11/2014;0,00;0,00;5,00;13,00;40,00;0,00;293,00;0,00;10,00
1/12/2014;0,00;0,00;170,00;90,00;114,00;0,00;692,00;0,00;44,00
2/12/2014;0,00;0,00;108,00;30,00;75,00;0,00;146,00;0,00;20,00
9/12/2014;0,00;0,00;95,00;17,00;65,00;0,00;50,00;0,00;9,00
8/12/2014;0,00;0,00;83,00;62,50;78,00;70,00;476,00;0,00;37,00
15/12/2014;0,00;0,00;89,00;40,00;65,00;40,00;284,00;0,00;21,00
16/12/2014;0,00;0,00;65,00;30,00;60,00;30,00;245,00;0,00;13,00
21/12/2014;0,00;0,00;43,00;95,00;60,00;25,00;250,00;0,00;12,00
22/12/2014;0,00;0,00;97,00;20,00;85,00;55,00;166,00;0,00;11,00
23/12/2014;0,00;0,00;28,50;55,00;80,00;56,00;326,00;0,00;8,00
28/12/2014;0,00;0,00;56,00;31,00;25,00;20,00;224,00;0,00;11,00
29/12/2014;0,00;0,00;50,00;53,00;40,00;17,00;377,00;0,00;13,00
30/12/2014;0,00;0,00;74,00;63,00;55,00;30,00;229,00;0,00;13,00
6/1/2015;0,00;0,00;32,00;75,00;116,00;45,00;441,00;0,00;27,00
8/1/2015;0,00;0,00;10,00;15,00;15,00;5,00;102,00;0,00;4,00
12/1/2015;0,00;0,00;124,00;75,00;45,00;30,00;401,00;0,00;20,00
13/1/2015;0,00;0,00;20,00;35,00;40,00;28,50;352,00;0,00;6,00
14/1/2015;0,00;0,00;4,00;0,00;5,00;0,00;11,00;0,00;0,00
19/1/2015;0,00;0,00;25,00;15,00;53,50;35,00;263,00;0,00;22,00
20/1/2015;0,00;0,00;8,00;20,00;35,00;10,00;185,00;0,00;3,00
27/1/2015;0,00;0,00;109,00;55,00;45,00;33,00;300,00;0,00;18,00
28/1/2015;0,00;0,00;59,00;34,00;50,00;35,00;440,00;0,00;14,00
2/2/2015;0,00;0,00;45,00;30,00;24,00;20,00;219,00;0,00;14,00
3/2/2015;0,00;0,00;24,00;20,00;49,00;25,00;228,50;0,00;14,00
9/2/2015;0,00;0,00;120,00;68,00;110,00;90,00;576,00;0,00;25,00
10/2/2015;0,00;0,00;40,00;28,00;51,00;35,00;245,00;0,00;4,50
