'date';'u5';'u6';'u8';'u10';'u12';'u15';'u16/20';'u21/25';'peladas'
24/3/2009;0,00;0,00;4,00;5,00;9,00;0,00;51,00;0,00;4,50
30/3/2009;2,00;0,00;2,60;2,90;9,25;0,00;49,30;0,00;2,30
31/3/2009;0,00;0,00;2,50;1,50;6,00;0,00;44,50;0,00;1,75
6/4/2009;0,00;0,00;4,25;2,60;5,00;0,00;34,60;0,00;3,75
7/4/2009;0,00;3,00;3,25;3,90;14,75;0,00;39,25;0,00;4,25
13/4/2009;0,00;0,00;2,00;4,00;10,00;0,00;40,00;0,00;1,70
14/4/2009;0,00;0,00;2,00;1,60;7,00;0,00;50,00;0,00;2,00
15/4/2009;0,00;0,00;2,50;7,50;5,00;0,00;14,00;0,00;1,50
20/4/2009;0,00;0,00;4,60;4,70;10,00;0,00;32,00;0,00;3,60
21/4/2009;0,00;0,00;0,00;1,50;4,40;8,40;13,60;0,00;1,30
22/4/2009;0,00;0,00;6,00;5,00;7,40;19,50;52,00;0,00;4,70
27/4/2009;0,00;0,00;0,00;2,50;2,00;5,00;10,00;0,00;1,25
28/4/2009;0,00;0,00;0,00;0,80;1,00;0,00;3,00;0,00;0,00
5/5/2009;0,00;0,00;1,50;0,75;5,00;9,50;18,50;0,00;2,00
6/5/2009;0,00;0,00;5,00;4,10;4,40;15,00;44,00;0,00;6,80
11/5/2009;0,00;0,00;1,80;1,25;5,00;0,00;15,00;0,00;1,40
12/5/2009;0,00;0,00;2,00;2,70;8,00;15,00;21,20;0,00;2,10
23/5/2009;0,00;0,00;0,00;1,10;3,50;5,00;10,00;0,00;0,12
18/5/2009;0,00;0,00;0,00;2,00;4,25;0,00;9,25;0,00;1,40
19/5/2009;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
25/5/2009;0,00;0,00;1,75;0,00;5,00;0,00;8,90;0,00;1,30
26/5/2009;0,00;0,00;1,90;1,00;10,00;0,00;14,25;0,00;2,00
27/5/2009;0,00;0,00;0,00;0,00;5,00;0,00;6,75;0,00;0,00
8/6/2009;0,00;0,00;0,00;4,00;4,10;5,00;14,30;0,00;2,00
9/6/2009;0,00;0,00;0,00;2,00;1,00;4,00;8,70;0,00;1,50
15/6/2009;0,00;0,00;0,00;3,30;7,30;13,00;27,50;0,00;1,50
16/6/2009;0,00;0,00;0,00;0,00;1,60;0,00;5,00;0,00;1,00
17/6/2009;0,00;0,75;0,00;0,00;6,00;10,00;15,00;0,00;2,30
22/6/2009;0,00;0,00;2,30;1,70;2,80;3,50;6,00;0,00;0,75
23/6/2009;0,00;0,00;1,00;0,00;2,00;3,00;7,30;0,00;0,50
24/6/2009;0,00;0,00;2,00;3,50;5,00;3,75;7,75;0,00;0,90
29/6/2009;0,00;0,00;2,00;1,70;2,30;3,00;10,00;0,00;2,00
30/6/2009;0,00;0,00;0,00;0,00;2,40;2,25;7,10;0,00;1,00
1/7/2009;5,00;0,00;3,40;0,00;1,90;0,00;0,00;0,00;1,50
6/7/2009;0,00;0,00;0,00;2,00;3,75;7,75;26,00;0,00;1,90
7/7/2009;0,00;0,00;1,30;0,00;3,75;8,00;21,25;0,00;1,25
13/7/2009;0,00;0,00;1,00;0,00;3,00;5,00;15,00;0,00;1,70
14/7/2009;0,00;0,00;0,00;0,00;1,50;4,50;11,50;0,00;1,25
15/7/2009;0,00;5,00;0,00;0,00;3,50;15,00;57,30;0,00;4,60
20/7/2009;0,00;0,00;0,00;2,00;5,00;15,10;48,10;0,00;3,90
21/7/2009;0,00;0,00;4,50;5,00;12,10;14,00;28,75;0,00;3,50
22/7/2009;0,00;0,00;0,00;2,10;3,00;10,00;38,20;0,00;4,40
23/7/2009;0,00;0,00;0,00;0,00;0,00;2,00;5,50;0,00;0,25
27/7/2009;0,00;0,00;0,00;0,75;2,90;9,10;24,20;0,00;3,70
28/7/2009;0,00;0,00;0,00;0,00;2,75;9,20;28,75;0,00;2,25
29/7/2009;0,00;5,50;0,00;0,00;2,90;1,75;7,75;0,00;1,50
31/7/2009;0,00;5,90;2,70;0,00;14,90;13,50;0,00;0,00;1,00
3/8/2009;0,00;0,00;3,00;2,00;6,70;15,00;67,25;0,00;5,30
4/8/2009;0,00;0,00;2,30;4,75;6,75;14,75;28,30;0,00;2,30
5/8/2009;0,00;0,00;0,00;0,00;1,20;2,70;13,40;0,00;0,90
10/8/2009;0,00;0,00;0,00;2,30;8,90;20,00;37,40;0,00;5,50
11/8/2009;0,00;0,00;0,00;1,00;7,00;15,00;51,00;0,00;5,00
12/8/2009;6,00;2,00;0,00;0,30;1,60;1,70;31,90;0,00;1,80
17/8/2009;0,00;0,00;0,00;3,00;7,30;20,00;71,20;0,00;3,00
18/8/2009;0,00;0,00;3,00;4,20;7,00;10,00;35,00;0,00;1,50
19/8/2009;0,00;0,00;0,00;3,60;4,20;9,30;66,60;0,00;2,20
24/8/2009;0,00;0,00;0,00;4,10;10,00;22,30;74,00;0,00;3,70
25/8/2009;0,00;0,00;0,00;1,50;8,00;15,00;75,00;0,00;2,00
26/8/2009;0,00;0,00;0,00;5,00;6,30;8,00;91,00;0,00;5,20
27/8/2009;0,00;0,00;3,00;10,00;14,00;16,00;71,50;0,00;1,20
31/8/2009;0,00;0,00;0,00;2,30;3,50;10,00;52,50;0,00;0,70
1/9/2009;0,00;0,00;3,50;6,80;9,50;10,00;31,60;0,00;0,87
2/9/2009;0,00;0,00;0,00;0,00;0,00;0,00;1,50;0,00;0,00
3/9/2009;0,00;0,00;0,00;2,30;8,00;14,00;30,00;0,00;0,90
7/9/2009;0,00;0,00;1,00;7,60;13,20;13,60;40,50;0,00;2,00
8/9/2009;0,00;0,00;4,50;11,50;11,50;15,00;80,00;0,00;1,70
14/9/2009;0,00;0,00;0,00;3,20;8,70;16,00;65,00;0,00;3,30
15/9/2009;0,00;0,00;2,50;10,00;14,50;20,00;70,00;0,00;0,00
16/9/2009;0,00;0,00;0,00;2,40;5,00;9,20;45,00;0,00;0,70
17/9/2009;0,00;0,00;0,00;2,20;2,30;1,50;17,00;0,00;0,00
21/9/2009;0,00;0,00;0,00;15,00;24,20;25,00;76,50;0,00;5,20
22/9/2009;1,20;0,00;0,00;1,70;2,50;5,00;0,00;0,00;0,00
25/9/2009;0,00;0,00;0,00;7,60;17,30;38,50;34,00;0,00;1,00
28/9/2009;0,00;0,00;0,00;1,50;11,20;29,70;73,50;0,00;3,30
29/9/2009;0,00;0,00;11,30;20,00;26,50;40,00;5,00;0,00;3,90
2/10/2009;0,00;0,00;2,00;10,00;14,00;24,00;31,00;0,00;1,50
5/10/2009;0,00;0,00;0,00;5,00;13,70;35,00;65,80;0,00;2,90
8/10/2009;0,00;0,00;2,30;7,00;7,70;2,00;0,00;0,00;0,30
9/10/2009;0,00;0,00;4,20;11,00;17,30;22,00;42,50;0,00;2,80
12/10/2009;0,00;0,00;0,00;0,00;6,00;28,50;75,00;0,00;3,40
13/10/2009;0,00;0,00;0,00;1,80;13,60;45,80;10,00;0,00;3,20
14/10/2009;0,00;0,00;1,00;13,00;12,20;31,60;3,30;0,00;2,00
15/10/2009;0,00;0,00;0,00;10,00;13,30;13,40;0,00;0,00;1,00
16/10/2009;0,00;0,00;2,00;5,00;11,00;30,00;31,00;0,00;1,00
19/10/2009;0,00;0,00;0,00;13,30;19,20;30,00;64,30;0,00;3,60
20/10/2009;0,00;0,00;4,30;12,20;25,00;22,30;0,00;0,00;2,50
22/10/2009;0,00;0,00;2,50;17,50;43,50;0,00;0,00;0,00;2,30
26/10/2009;0,00;0,00;0,00;0,70;7,70;30,00;70,00;0,00;4,40
27/10/2009;0,00;0,00;1,10;3,60;22,00;57,40;0,00;0,00;3,50
30/10/2009;0,00;0,00;0,00;4,00;13,20;20,00;45,00;0,00;3,00
2/11/2009;0,00;0,00;2,50;5,00;15,00;30,00;100,00;0,00;4,00
3/11/2009;0,00;0,00;3,50;10,00;35,00;56,60;90,00;0,00;6,50
6/11/2009;0,00;0,00;0,00;5,00;18,00;13,30;97,90;0,00;3,60
10/11/2009;0,00;0,00;0,00;0,00;3,10;17,00;124,10;0,00;7,00
11/11/2009;0,00;0,00;0,00;7,50;11,30;46,20;110,00;0,00;5,40
13/11/2009;0,00;0,00;5,00;9,20;26,20;49,20;100,00;0,00;4,70
14/11/2009;0,00;0,00;0,00;4,10;10,00;19,10;0,00;0,00;0,00
16/11/2009;0,00;0,00;0,00;4,00;11,00;20,00;75,00;0,00;4,20
17/11/2009;0,00;0,00;1,20;4,50;11,50;3,50;60,00;0,00;3,00
18/11/2009;0,00;0,00;2,50;3,90;8,60;14,20;73,00;0,00;2,50
19/11/2009;0,00;0,00;0,00;1,50;1,60;2,10;27,00;0,00;0,00
20/11/2009;0,00;0,00;0,00;4,50;7,80;27,00;50,00;0,00;3,00
23/11/2009;0,00;0,00;0,00;0,70;10,00;27,00;118,00;0,00;4,50
24/11/2009;0,00;14,00;5,00;3,00;10,00;0,00;0,00;0,00;0,50
30/11/2009;0,00;0,00;0,00;17,00;29,00;75,00;66,00;0,00;8,00
1/12/2009;0,00;0,00;7,00;25,00;27,00;20,00;0,00;0,00;2,50
2/12/2009;0,00;0,00;3,50;15,00;34,00;37,50;60,00;0,00;3,00
7/12/2009;0,00;0,00;2,00;9,00;23,00;34,50;120,00;0,00;7,50
8/12/2009;0,00;0,00;2,50;8,50;7,50;20,00;50,50;0,00;2,50
9/12/2009;0,00;0,00;0,00;1,00;14,50;40,00;95,00;0,00;4,00
11/12/2009;0,00;0,00;0,00;10,00;15,00;15,00;0,00;0,00;0,00
14/12/2009;0,00;0,00;0,00;4,50;10,00;18,00;140,00;0,00;6,00
15/12/2009;0,00;0,00;6,00;8,00;21,30;33,00;151,00;0,00;12,50
16/12/2009;25,00;0,00;3,00;5,00;34,00;0,00;0,00;0,00;2,00
21/12/2009;0,00;0,00;1,60;2,00;12,20;18,50;68,00;0,00;3,50
22/12/2009;0,00;0,00;0,00;5,00;17,00;14,00;100,00;0,00;4,50
23/12/2009;0,00;0,00;2,00;19,00;22,50;35,00;95,00;0,00;4,50
28/12/2009;0,00;0,00;0,00;6,00;20,00;18,00;75,00;0,00;5,00
30/12/2009;0,00;2,20;0,00;0,00;2,50;1,50;20,00;0,00;1,00
29/12/2009;0,00;3,50;2,00;1,70;14,00;20,00;45,00;0,00;4,00
5/1/2010;0,00;0,00;0,00;6,10;35,00;60,00;131,00;0,00;8,00
6/1/2010;0,00;0,00;0,00;2,00;10,00;15,00;40,00;0,00;3,50
8/1/2010;0,00;0,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00
11/1/2010;0,00;0,00;1,30;8,00;24,50;35,00;105,00;0,00;6,00
12/1/2010;0,00;0,00;1,30;4,00;8,50;10,00;7,30;0,00;1,50
13/1/2010;0,00;0,00;0,00;2,00;4,50;3,50;47,70;0,00;1,50
18/1/2010;0,00;0,00;1,00;5,00;17,00;18,50;93,30;0,00;3,50
19/1/2010;0,00;0,00;6,00;12,00;18,50;24,30;0,00;0,00;2,60
22/1/2010;0,00;0,00;0,00;10,00;23,50;25,00;73,50;0,00;3,50
26/1/2010;0,00;0,00;3,00;15,00;2,50;25,00;72,00;0,00;7,00
27/1/2010;0,00;0,00;0,00;4,50;10,00;13,50;55,00;0,00;4,00
28/1/2010;0,00;0,00;0,00;1,30;5,00;8,00;0,00;0,00;0,00
1/2/2010;0,00;0,00;0,00;8,00;15,00;15,00;120,00;0,00;3,00
2/2/2010;0,00;0,00;0,00;0,00;5,00;14,50;61,00;0,00;1,00
3/2/2010;0,00;0,00;1,00;5,00;12,50;10,00;64,50;0,00;1,50
4/2/2010;0,00;0,00;0,00;0,00;0,00;0,00;43,50;0,00;0,00
8/2/2010;0,00;0,00;0,00;7,50;12,00;15,00;100,00;0,00;4,50
9/2/2010;0,00;0,00;2,50;3,50;10,00;20,00;210,00;0,00;7,50
10/2/2010;0,00;0,00;0,00;2,50;8,30;11,00;104,00;0,00;3,50
15/2/2010;0,00;0,00;2,00;6,00;11,50;18,50;205,00;0,00;5,00
22/2/2010;0,00;14,00;0,00;5,00;13,50;17,00;181,50;0,00;3,50
23/2/2010;0,00;0,00;4,50;10,00;16,00;0,00;0,00;0,00;1,00
1/3/2010;7,00;0,00;2,00;13,50;20,00;15,00;206,00;0,00;7,50
2/3/2010;0,00;0,00;2,50;2,00;7,00;0,00;0,00;0,00;0,00
8/3/2010;1,50;0,00;0,00;4,00;9,00;9,00;95,00;0,00;3,50
9/3/2010;0,00;1,00;2,00;10,00;11,50;0,00;0,00;0,00;1,00
16/3/2010;0,00;0,00;3,50;3,50;8,50;28,50;29,00;0,00;1,50
17/3/2010;0,00;0,00;1,20;2,00;31,50;0,00;185,00;0,00;4,80
22/3/2010;0,00;0,00;4,00;8,00;12,00;11,50;0,00;0,00;1,50
23/3/2010;0,00;1,00;0,00;4,50;5,00;3,00;23,00;0,00;0,70
24/3/2010;2,50;0,00;0,00;8,50;14,00;8,00;52,00;0,00;2,50
29/3/2010;0,00;0,00;2,50;4,00;19,50;29,00;130,00;0,00;5,00
30/3/2010;0,00;0,00;1,00;3,00;13,50;10,00;74,00;0,00;2,50
31/3/2010;0,00;0,00;4,00;0,00;0,00;0,00;32,00;0,00;0,00
5/4/2010;0,00;0,00;3,50;14,00;28,50;20,00;80,00;0,00;7,00
6/4/2010;0,00;0,00;5,00;5,00;7,00;10,00;0,00;0,00;1,00
7/4/2010;0,00;0,00;1,50;2,00;5,00;10,00;37,00;0,00;1,50
12/4/2010;0,00;0,00;11,00;20,00;20,00;15,00;74,00;0,00;5,00
13/4/2010;0,00;0,00;3,50;4,50;7,50;1,00;20,00;0,00;1,00
19/4/2010;0,00;0,00;10,00;13,00;20,00;20,00;63,50;0,00;3,50
20/4/2010;0,00;0,00;4,50;4,50;10,00;14,50;33,50;0,00;1,00
26/4/2010;0,00;0,00;6,50;12,50;10,00;10,00;87,50;0,00;4,00
28/4/2010;0,00;0,00;1,50;7,30;25,00;33,00;118,00;0,00;4,50
17/5/2010;0,00;0,00;5,00;12,50;30,00;23,50;97,50;0,00;3,50
24/5/2010;0,00;0,00;8,00;7,70;8,70;13,50;98,00;0,00;2,30
25/5/2010;0,00;0,00;3,50;4,50;12,50;0,00;0,00;0,00;0,50
26/5/2010;0,00;0,00;1,50;0,00;2,50;0,00;1,50;0,00;0,00
31/5/2010;0,00;0,00;6,50;5,50;6,50;19,50;73,50;0,00;2,50
1/6/2010;0,00;0,00;0,00;0,00;3,50;0,00;0,00;0,00;0,00
4/6/2010;0,00;0,00;4,00;18,50;19,50;18,50;14,00;0,00;1,00
7/6/2010;0,00;0,00;5,00;11,50;18,50;20,00;63,00;0,00;3,50
8/6/2010;0,00;0,00;3,50;9,00;14,50;0,00;32,50;0,00;1,00
9/6/2010;0,00;8,50;10,00;14,00;24,00;0,00;0,00;0,00;1,30
10/6/2010;0,00;5,00;2,50;1,50;7,00;10,00;5,00;0,00;2,80
14/6/2010;0,00;0,00;31,50;15,00;27,00;19,00;85,00;0,00;4,00
15/6/2010;0,00;0,00;5,00;5,00;3,00;3,50;40,00;0,00;0,70
16/6/2010;0,00;5,50;5,50;0,00;1,50;5,00;19,50;0,00;1,00
21/6/2010;0,00;0,00;2,00;5,00;12,50;0,00;68,50;0,00;2,00
22/6/2010;0,00;0,00;5,00;10,00;24,00;0,00;25,00;0,00;2,00
28/6/2010;0,00;13,00;0,00;15,00;42,50;33,50;84,00;0,00;8,40
5/7/2010;6,00;0,00;0,00;3,00;4,50;10,00;55,00;0,00;1,40
6/7/2010;0,00;5,00;0,00;5,00;14,50;9,50;52,00;0,00;1,80
7/7/2010;0,00;5,00;0,00;5,00;10,00;0,00;46,00;0,00;0,50
12/7/2010;0,00;0,00;10,00;12,50;27,50;5,00;153,00;0,00;5,50
13/7/2010;0,00;0,00;0,00;2,00;4,50;6,00;100,00;0,00;2,20
19/7/2010;0,00;0,00;4,00;5,00;10,00;10,00;81,50;0,00;2,50
20/7/2010;0,00;0,00;1,50;5,00;0,00;0,00;20,00;0,00;1,00
21/7/2010;0,00;0,00;3,50;10,00;9,50;0,00;40,00;0,00;1,50
26/7/2010;0,00;0,00;4,00;4,50;8,50;14,00;118,00;0,00;4,50
27/7/2010;0,00;3,50;0,00;4,00;8,00;0,00;0,00;0,00;0,60
2/8/2010;0,00;0,00;3,50;1,00;9,00;15,00;168,00;0,00;2,50
3/8/2010;0,00;0,00;2,00;2,50;8,50;0,00;46,00;0,00;0,50
9/8/2010;0,00;0,00;4,50;5,00;19,00;13,00;83,50;0,00;2,50
10/8/2010;0,00;30,00;8,00;6,00;16,50;0,00;0,00;0,00;1,50
17/8/2010;0,00;0,00;4,50;3,50;4,00;6,50;83,00;0,00;3,00
18/8/2010;0,00;0,00;2,00;3,00;4,50;0,00;10,00;0,00;0,70
19/8/2010;0,00;0,00;2,50;4,50;3,00;3,00;89,00;0,00;1,50
23/8/2010;0,00;0,00;2,50;7,00;12,50;10,00;47,00;0,00;3,00
24/8/2010;0,00;0,00;1,50;3,50;7,50;5,00;42,00;0,00;1,00
25/8/2010;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;0,00
30/8/2010;0,00;0,00;0,00;1,50;5,00;28,00;9,50;0,00;1,00
31/8/2010;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00
6/9/2010;0,00;0,00;0,00;3,00;4,00;3,50;19,00;0,00;2,00
7/9/2010;0,00;0,00;0,00;1,50;4,50;0,00;0,00;0,00;0,00
8/9/2010;0,00;11,50;2,70;1,70;10,00;4,50;0,00;0,00;1,00
13/9/2010;0,00;0,00;0,00;0,00;2,00;0,00;2,50;0,00;0,30
14/9/2010;0,00;0,00;0,00;0,00;5,00;15,00;54,00;0,00;1,00
21/9/2010;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
27/9/2010;0,00;0,00;4,50;3,00;8,50;9,00;33,00;0,00;2,50
28/9/2010;5,00;0,00;3,00;0,00;4,00;0,00;0,00;0,00;0,00
29/9/2010;0,00;0,00;0,00;17,50;50,00;31,50;50,00;0,00;2,00
1/10/2010;0,00;0,00;0,00;0,00;6,50;10,00;51,00;0,00;0,00
5/10/2010;0,00;0,00;0,00;0,00;0,00;0,00;13,50;0,00;0,00
6/10/2010;0,00;0,00;4,50;1,00;9,50;0,00;0,00;0,00;0,00
12/10/2010;0,00;0,00;0,00;13,00;57,50;50,00;132,50;0,00;4,00
16/10/2010;0,00;0,00;4,50;15,00;60,00;0,00;20,00;0,00;0,00
19/10/2010;0,00;0,00;0,00;10,00;38,00;22,50;50,00;0,00;1,00
25/10/2010;0,00;0,00;2,50;17,50;48,00;0,00;66,50;0,00;1,00
27/10/2010;0,00;0,00;0,00;9,00;20,00;15,00;73,00;0,00;0,00
29/10/2010;0,00;0,00;2,50;7,00;25,00;0,00;0,00;0,00;0,00
1/11/2010;0,00;0,00;9,00;20,00;46,00;20,00;70,00;0,00;3,00
8/11/2010;0,00;10,00;8,50;10,00;10,00;13,00;45,00;0,00;1,00
10/11/2010;0,00;0,00;0,00;0,00;0,00;13,50;35,00;0,00;0,00
11/11/2010;0,00;0,00;0,00;9,00;10,00;10,00;0,00;0,00;0,00
15/11/2010;0,00;0,00;5,00;9,00;35,00;30,00;79,00;0,00;6,00
16/11/2010;11,50;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
17/11/2010;0,00;5,00;5,00;13,50;38,50;0,00;79,50;0,00;5,50
22/11/2010;0,00;0,00;0,00;6,50;17,50;19,50;54,00;0,00;2,00
23/11/2010;0,00;0,00;3,00;0,00;5,00;0,00;0,00;0,00;0,00
24/11/2010;0,00;5,00;6,00;10,00;17,50;20,00;65,00;0,00;4,50
25/11/2010;0,00;3,00;3,50;13,50;17,00;24,00;105,00;0,00;3,50
27/11/2010;0,00;5,00;4,00;4,50;25,00;25,00;52,00;0,00;0,00
29/11/2010;0,00;0,00;4,00;10,00;22,00;35,00;93,00;0,00;5,00
1/12/2010;0,00;16,00;5,00;8,00;23,50;27,00;30,00;0,00;3,50
2/12/2010;0,00;5,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
3/12/2010;0,00;10,00;10,00;14,00;22,00;25,00;90,00;0,00;3,50
6/12/2010;0,00;0,00;3,00;8,50;32,50;39,00;62,00;0,00;4,00
8/12/2010;0,00;0,00;8,50;5,00;4,00;0,00;0,00;0,00;0,00
9/12/2010;0,00;0,00;0,00;0,00;0,00;15,00;59,50;0,00;0,00
13/12/2010;0,00;10,00;3,50;20,00;40,00;45,00;127,00;0,00;5,00
14/12/2010;0,00;0,00;0,00;5,00;4,00;5,00;0,00;0,00;0,00
15/12/2010;0,00;0,00;0,00;5,00;30,00;30,00;78,00;0,00;4,00
16/12/2010;0,00;5,00;0,00;3,50;4,50;2,50;12,50;0,00;0,50
17/12/2010;0,00;0,00;0,00;5,00;5,00;4,00;17,50;0,00;0,00
20/12/2010;0,00;0,00;5,00;9,00;35,00;35,00;82,50;0,00;3,00
21/12/2010;0,00;1,50;0,00;3,00;2,00;0,00;0,00;0,00;0,00
22/12/2010;0,00;1,00;5,00;12,50;18,00;20,00;76,00;0,00;2,50
23/12/2010;0,00;0,00;2,00;15,00;34,50;0,00;172,50;0,00;2,00
27/12/2010;0,00;0,00;13,00;14,00;27,50;20,00;180,00;0,00;5,00
28/12/2010;5,70;0,00;2,00;3,50;0,00;0,00;0,00;0,00;0,00
29/12/2010;0,00;7,00;5,00;5,00;9,00;0,00;14,00;0,00;0,00
3/1/2011;0,00;0,00;2,00;7,50;30,00;30,00;118,50;23,50;3,50
4/1/2011;0,00;0,00;3,00;13,50;10,00;0,00;0,00;0,00;0,00
5/1/2011;0,00;5,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
6/1/2011;0,00;0,00;10,00;18,00;23,50;18,00;124,00;0,00;1,50
10/1/2011;0,00;0,00;10,00;18,00;15,00;25,00;127,00;0,00;3,00
11/1/2011;0,00;5,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00
13/1/2011;0,00;10,00;15,00;28,50;48,00;44,00;0,00;0,00;2,50
14/1/2011;0,00;2,00;2,00;8,00;45,00;28,00;196,50;0,00;1,50
17/1/2011;0,00;0,00;8,30;12,00;35,00;27,70;92,50;0,00;3,50
19/1/2011;0,00;1,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
20/1/2011;0,00;3,50;13,00;19,50;27,50;30,00;57,00;0,00;0,00
24/1/2011;0,00;2,00;9,50;6,50;10,00;22,50;150,00;0,00;2,50
27/1/2011;0,00;1,20;14,50;21,50;42,00;35,00;115,00;0,00;2,50
31/1/2011;0,00;0,00;4,50;14,50;60,00;45,00;133,50;0,00;6,50
3/2/2011;0,00;0,00;5,00;26,50;49,50;40,00;34,60;0,00;3,50
7/2/2011;0,00;0,00;2,00;9,00;18,00;13,50;82,70;0,00;3,50
8/2/2011;0,00;0,00;5,00;10,00;26,00;40,00;79,50;0,00;2,50
10/2/2011;0,00;0,00;0,00;2,50;13,50;35,00;88,20;0,00;1,50
14/2/2011;0,00;0,00;2,00;9,50;48,50;55,00;95,00;0,00;4,00
15/2/2011;0,00;0,00;8,50;13,50;15,00;10,00;63,50;0,00;0,70
16/2/2011;0,00;0,00;0,00;7,00;8,00;0,00;0,00;0,00;0,00
17/2/2011;0,00;0,00;4,00;20,00;13,50;10,00;75,00;0,00;0,60
21/2/2011;0,00;0,00;10,00;15,00;29,50;30,00;99,00;0,00;7,10
22/2/2011;0,00;0,00;7,50;22,00;24,50;30,00;0,00;0,00;0,70
23/2/2011;0,00;0,00;21,50;42,00;61,50;35,00;52,00;0,00;4,50
28/2/2011;0,00;0,00;9,50;13,00;22,00;33,50;72,40;20,70;3,50
1/3/2011;0,00;0,00;5,00;10,00;12,50;9,00;130,00;0,00;1,50
2/3/2011;0,00;0,00;2,50;12,50;45,00;35,00;102,00;0,00;2,00
3/3/2011;0,00;0,00;3,50;26,50;62,50;37,50;86,00;0,00;3,50
4/3/2011;0,00;0,00;0,00;3,00;4,00;5,00;0,00;0,00;0,00
7/3/2011;0,00;0,00;15,00;50,00;90,00;60,00;271,00;0,00;6,00
9/3/2011;0,00;0,00;4,00;14,50;15,00;10,00;58,00;0,00;4,00
10/3/2011;0,00;0,00;0,00;21,50;15,00;8,00;7,00;0,00;1,00
14/3/2011;0,00;0,00;5,00;10,00;33,00;33,00;123,50;20,00;5,50
17/3/2011;0,00;0,00;5,00;5,00;17,50;1,50;0,00;30,00;0,00
16/3/2011;0,00;0,00;15,00;24,50;18,00;20,00;145,50;0,00;2,70
21/3/2011;0,00;0,00;5,00;7,00;6,00;15,00;173,90;0,00;3,00
23/3/2011;0,00;12,50;0,00;3,50;7,50;8,50;6,00;12,50;0,00
24/3/2011;0,00;0,00;35,00;47,00;45,00;25,00;20,00;0,00;2,50
28/3/2011;0,00;15,00;29,50;29,00;25,00;17,50;80,00;0,00;5,50
29/3/2011;0,00;0,00;8,50;14,00;15,00;6,70;25,00;0,00;0,25
30/3/2011;0,00;0,00;0,00;5,00;4,00;1,50;0,00;0,00;0,00
31/3/2011;0,00;0,00;8,50;33,50;69,00;41,50;69,00;41,50;4,00
4/4/2011;0,00;0,00;14,50;38,50;70,00;45,00;142,50;0,00;4,50
5/4/2011;8,00;0,00;7,50;5,00;4,50;3,00;17,00;0,00;1,50
6/4/2011;0,00;3,00;3,00;6,00;7,00;4,50;112,00;0,00;2,00
7/4/2011;0,00;0,00;0,00;4,50;8,00;0,00;452,00;0,00;10,00
11/4/2011;0,00;0,00;28,00;42,00;50,00;45,00;318,00;0,00;7,00
12/4/2011;0,00;0,00;13,50;15,00;19,50;15,00;100,00;0,00;2,50
13/4/2011;0,00;0,00;0,00;1,00;7,50;12,50;65,00;0,00;0,00
18/4/2011;0,00;0,00;35,00;39,00;40,00;23,50;246,50;0,00;18,50
19/4/2011;0,00;0,00;15,00;12,00;15,00;0,00;47,50;0,00;0,00
20/4/2011;0,00;16,00;25,00;47,50;50,00;33,00;112,50;0,00;3,50
25/4/2011;0,00;0,00;8,00;12,50;12,00;7,50;163,50;0,00;3,50
27/4/2011;0,00;0,00;6,00;9,00;7,50;4,00;27,50;0,00;0,50
28/4/2011;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00
3/5/2011;0,00;0,00;53,50;66,00;44,50;21,00;241,00;0,00;9,00
5/5/2011;0,00;0,00;0,00;0,00;0,00;0,00;85,00;0,00;0,00
9/5/2011;0,00;0,00;17,50;28,00;30,00;21,50;135,00;0,00;5,00
10/5/2011;0,00;0,00;13,00;6,00;5,00;5,00;155,00;0,00;4,00
12/5/2011;0,00;5,50;17,50;37,50;34,50;28,50;27,00;0,00;1,50
23/5/2011;0,00;0,00;36,00;1,00;0,00;0,00;216,00;0,00;0,50
30/5/2011;0,00;15,00;88,00;31,50;44,00;31,50;92,50;0,00;11,00
6/6/2011;0,00;0,00;34,00;14,50;28,00;27,50;63,00;0,00;6,00
9/6/2011;0,00;3,00;0,00;0,00;1,50;0,00;139,00;0,00;0,00
13/6/2011;0,00;0,00;38,00;15,00;14,50;20,00;113,00;0,00;6,00
14/6/2011;0,00;0,00;3,00;2,50;14,50;10,00;10,00;0,00;0,00
20/6/2011;0,00;0,00;13,50;10,00;10,00;17,50;111,50;0,00;7,00
21/6/2011;0,00;0,00;0,00;2,50;2,50;0,00;22,00;0,00;0,00
24/6/2011;0,00;28,50;60,00;40,00;27,00;14,00;66,00;0,00;4,00
27/6/2011;0,00;14,00;42,00;20,00;21,00;12,00;63,00;0,00;12,50
29/6/2011;0,00;0,00;9,00;5,00;3,50;5,00;23,00;0,00;3,00
30/6/2011;0,00;0,00;17,50;11,50;13,50;17,00;45,00;0,00;4,00
