'bassin';'cycle';'lot';'datep�che';'poids';'quantit�lb';'quantit�';'commentaire';'quantit�lbstat';'grpoisson';'esp�ce';'destination'
'B39';0;0;18/11/2008;70,00;0,55;39,00;;;814,87;'CAR';'V'
'B29';0;0;18/11/2008;30,00;0,60;18,00;;;756,66;'CAR';'V'
'B13';0;0;18/11/2008;105,00;0,64;68,00;;;701,02;'CAR';'V'
'B04';0;0;18/11/2008;9,00;0,55;5,00;;;817,20;'CAR';'V'
'B08';0;0;18/11/2008;67,00;0,68;46,00;;;661,26;'CAR';'V'
'B04';18;1;18/11/2008;5,00;14,00;70,00;'1v cg 5lb';;0,00;;'A'
'B08';23;1;18/11/2008;5,00;14,00;70,00;'2v cg 5lb';;0,00;;'A'
'B13';16;2;18/11/2008;5,00;14,00;70,00;'2v cg 5lb';;0,00;;'A'
'B29';14;3;18/11/2008;9,00;14,00;126,00;'1v cg 9lb';;0,00;;'A'
'B39';9;1;18/11/2008;15,00;14,00;210,00;'2v cg 15lb';;0,00;;'A'
'B38';9;1;20/11/2008;73,80;2,22;164,00;'B40';;204,30;;'S'
'B21';10;2;20/11/2008;79,00;2,00;158,00;'B40';;227,00;;'S'
'B19';13;2;5/11/2008;16,50;4,72;78,00;'B22';;96,03;;'S'
'B19';13;2;5/11/2008;16,31;4,59;75,00;'B22';;98,74;;'S'
'B19';13;1;5/11/2008;5,00;0,80;4,00;'B20';;567,50;;'S'
'AD1';11;1;19/11/2008;27,00;15,00;405,00;'vacio';;15,00;;'A'
'B27';9;1;24/11/2008;70,00;0,75;53,00;'2v cg 70lb 400/150/v';;599,62;;'A'
'B10';17;1;24/11/2008;40,00;0,52;21,00;'2v cg 40lb 50/50/v';;864,76;;'A'
'B11';19;1;24/11/2008;55,00;0,63;35,00;'2v cg 55lb 100/50/v';;713,42;;'A'
'B20';13;2;24/11/2008;92,00;0,60;56,00;'2v cg 92lb 400/150/v';;745,85;;'A'
'A03';8;2;24/11/2008;103,00;0,75;78,00;'2v cg 103lb 400/150/v';;599,51;;'A'
'B27';0;0;24/11/2008;70,00;0,75;53,00;;;599,62;'CAR';'V'
'B10';0;0;24/11/2008;40,00;0,52;21,00;;;864,76;'CAR';'V'
'B11';0;0;24/11/2008;55,00;0,63;35,00;;;713,42;'CAR';'V'
'B20';0;0;24/11/2008;92,00;0,60;56,00;;;745,85;'CAR';'V'
'A03';0;0;24/11/2008;103,00;0,75;78,00;;;599,51;'CAR';'V'
'A03';8;1;24/11/2008;4,00;14,00;56,00;'2v cg 4lb';;0,00;;'A'
'B10';17;2;24/11/2008;3,00;14,00;42,00;'2v cg 3lb';;0,00;;'A'
'B11';19;2;24/11/2008;3,00;14,00;42,00;'2v cg 3lb';;0,00;;'A'
'B20';13;1;24/11/2008;3,00;14,00;42,00;'2v cg 3lb';;0,00;;'A'
'B27';9;2;24/11/2008;3,00;14,00;42,00;'2v cg 3lb';;0,00;;'A'
'B30';11;3;25/11/2008;143,00;0,79;114,00;'2v cn 143lb 250/200/v';;569,49;;'A'
'B28';9;1;25/11/2008;110,00;0,83;92,00;'2v cn 110lb 150/50/v';;542,82;;'A'
'B32';11;1;25/11/2008;47,00;0,78;37,00;'2v cn 47lb 50/50/v';;576,70;;'A'
'B35';16;1;25/11/2008;75,00;0,70;53,00;'2v cn 75lb 150/150/v';;642,45;;'A'
'B06';16;3;25/11/2008;44,00;0,81;36,00;'2v cn 44lb 300/200/v';;554,88;;'A'
'B30';0;0;25/11/2008;143,00;0,79;114,00;;;569,49;'CAR';'V'
'B28';0;0;25/11/2008;110,00;0,83;92,00;;;542,82;'CAR';'V'
'B32';0;0;25/11/2008;47,00;0,78;37,00;;;576,70;'CAR';'V'
'B35';0;0;25/11/2008;75,00;0,70;53,00;;;642,45;'CAR';'V'
'B06';0;0;25/11/2008;44,00;0,81;36,00;;;554,88;'CAR';'V'
'B30';11;1;25/11/2008;10,00;15,00;150,00;'2v cn 10lb';;0,00;;'A'
'B28';9;2;25/11/2008;6,00;15,00;90,00;'2v cn 6lb';;0,00;;'A'
'B32';11;2;25/11/2008;7,00;15,00;105,00;'2v cn 7lb';;0,00;;'A'
'B35';16;2;25/11/2008;3,00;15,00;45,00;'2v cn 3lb';;0,00;;'A'
'B06';16;2;25/11/2008;4,00;15,00;60,00;'2v cn 4lb';;0,00;;'A'
'B21';10;2;26/11/2008;97,40;2,00;194,80;'B40';;227,00;;'S'
'B21';10;1;26/11/2008;95,70;0,80;77,00;'B14';;564,25;;'S'
'B38';9;2;26/11/2008;8,00;15,00;120,00;'2v cn 8lb';;0,00;;'A'
'B21';10;2;27/11/2008;169,30;5,90667454223272e-03;338,60;'B40';;227,00;;'S'
'B21';10;2;27/11/2008;37,80;0,02;98,06;'mort';;175,00;;'V'
'B21';10;2;27/11/2008;94,00;0,01;164,13;'mort';;260,00;;'V'
'B21';10;1;27/11/2008;20,00;0,80;16,00;'B40';;567,50;;'S'
'B21';10;1;27/11/2008;143,30;6,97836706210747e-03;130,11;'mort';;500,00;;'A'
'B21';10;1;27/11/2008;106,30;9,40733772342427e-03;321,73;'mort';;150,00;;'A'
'B14';15;1;1/12/2008;210,00;0,61;130,00;'2v cg 210lb 250/150/v';;733,38;;'A'
'B13';16;1;1/12/2008;74,00;0,58;43,00;'2c cg 74lb 200/100/v';;781,30;;'A'
'B07';14;4;1/12/2008;65,00;0,67;44,00;'2v cg 65lb 400/200/v';;670,68;;'A'
'B08';23;3;1/12/2008;120,00;0,71;86,00;'2v cg 120lb 400/150/v';;633,48;;'A'
'B33';0;0;1/12/2008;136,00;0,61;84,00;;;735,04;'CAR';'V'
'B14';0;0;1/12/2008;210,00;0,61;130,00;;;733,38;'CAR';'V'
'B13';0;0;1/12/2008;74,00;0,58;43,00;;;781,30;'CAR';'V'
'B07';0;0;1/12/2008;65,00;0,67;44,00;;;670,68;'CAR';'V'
'B08';0;0;1/12/2008;120,00;0,71;86,00;;;633,48;'CAR';'V'
'B07';14;1;1/12/2008;4,00;14,00;56,00;'2v cg 4lb';;0,00;;'A'
'B08';23;1;1/12/2008;5,00;14,00;70,00;'2v cg 5lb';;0,00;;'A'
'B13';16;2;1/12/2008;3,00;14,00;42,00;'2v cg 3lb';;0,00;;'A'
'B14';15;2;1/12/2008;9,00;14,00;126,00;'2v cg 9lb';;0,00;;'A'
'B33';9;2;1/12/2008;4,00;14,00;56,00;'2v cg 4lb';;0,00;;'A'
'B16';24;2;2/12/2008;25,00;0,56;14,00;;;810,71;;'A'
'B39';9;2;2/12/2008;92,00;0,88;81,00;'2v cn 92lb 200/200';;515,65;;'A'
'B29';14;4;2/12/2008;80,00;0,77;62,00;'2v cn 62lb 250/150/v';;585,80;;'A'
'B05';18;4;2/12/2008;62,00;0,72;45,00;'2v cn 62lb 250/100/v';;625,51;;'A'
'B04';18;3;2/12/2008;50,00;0,82;41,00;'2v cn 50lb 400/250/v';;553,65;;'A'
'B39';0;0;2/12/2008;92,00;0,88;81,00;;;515,65;'CAR';'V'
'B29';0;0;2/12/2008;80,00;0,77;62,00;;;585,80;'CAR';'V'
'B16';0;0;2/12/2008;25,00;0,56;14,00;;;810,71;'CAR';'V'
'B05';0;0;2/12/2008;62,00;0,72;45,00;;;625,51;'CAR';'V'
'B04';0;0;2/12/2008;50,00;0,82;41,00;;;553,65;'CAR';'V'
